,time,sv,xs,ys,zs,xs_dot,ys_dot,zs_dot,ts,C1C,constellation,iono_delay
0,2021-07-06 00:00:00,G05,25131737.088379737,-6326540.138517012,6085093.352158385,808.8157614739794,205.18836089532172,-3029.12390331945,-4.703411832452e-05,21861885.554,G,
1,2021-07-06 00:00:00,G07,-4031518.038533821,23864890.457421347,10702097.71115444,-886.976122960849,1029.2175653473817,-2770.4096116908645,0.00019548708223735228,25210526.327,G,
2,2021-07-06 00:00:00,G13,16634845.701239895,2340362.785759031,20473298.015658807,1029.3769864460676,2415.402475581416,-1091.4976431127122,0.0001539015211165,20181597.171,G,
3,2021-07-06 00:00:00,G14,14779050.49710259,12720121.061307924,18047653.52711741,-2292.449396709853,161.06658911649473,1758.9506855314737,5.421042442322e-05,20724515.583,G,
4,2021-07-06 00:00:00,G15,13049732.155328464,-8852545.62257628,21013965.235928472,1746.1947589419608,2145.8724045838862,-142.5637831317387,-0.0001375605352223,21249585.558,G,
5,2021-07-06 00:00:00,G17,12985411.37510016,23157482.316331036,-173068.8447102547,-153.5407423438509,169.57765640051196,3221.632988707832,0.0004692915827036,23916338.527,G,
6,2021-07-06 00:00:00,G18,2566269.271298621,-23052749.742469724,12857317.762630139,974.9905456507779,-1331.3933109555637,-2586.3071595987167,0.0003428780473769,25559225.325,G,
7,2021-07-06 00:00:00,G19,16582396.752861883,18505981.90435029,-9853984.55768793,374.72258928837925,1157.6156539961182,2874.7077448482396,2.2505795641333548e-05,25421099.527,G,
8,2021-07-06 00:00:00,G20,26072288.48954024,-3028854.339424528,-2673953.0144883962,-264.507638762885,433.27160040047613,-3121.9612931260635,0.0005204775370657,22723211.167,G,
9,2021-07-06 00:00:00,G23,-2610633.570563671,-14941042.078626838,21783203.304474276,2762.013617094366,-206.04045586090425,183.9811664275033,8.845748379827e-05,24783068.309,G,
10,2021-07-06 00:00:00,G24,15099609.990551785,-19968725.132817756,7998858.500530176,-79.16135902686571,1125.9262344307674,2910.490652186588,0.0001627411693335,23708275.249,G,
11,2021-07-06 00:00:00,G30,6144065.442318327,17612874.892383594,18887150.011484936,-1318.4478809756858,2014.2847439810498,-1478.3786477058688,-0.0004473710432649,22313416.055,G,
12,2021-07-06 00:05:00,G05,25357786.039882787,-6265564.171389612,5170859.070896749,697.9957172769093,202.07311935149397,-3064.8011066437707,-4.7034459385033164e-05,21995978.855,G,
13,2021-07-06 00:05:00,G07,-4288024.311869048,24161860.74900668,9860878.18105458,-823.4280163243097,949.8299704209446,-2836.8363765570243,0.0001954898107214576,25368290.745,G,
14,2021-07-06 00:05:00,G13,16947231.828009043,3056301.379566122,20126189.40548703,1052.5275573708923,2356.7767037380295,-1222.175407785558,0.00015390302178275794,20152647.719,G,
