,index,datetime,X,Y,Z,dtr_GPS,dtr_GAL,in_view_sat,dtr
173,0,2021-07-17 14:25:00,4642430.048678521,1028629.7036929703,4236855.365835276,2.2575722243125475e-09,7.459585832554637e-08,15,7.233828610123382e-08
174,0,2021-07-17 14:30:00,4642430.16478156,1028630.1650820358,4236855.578844488,1.963431222393754e-09,7.393494532049229e-08,15,7.197151409809853e-08
175,0,2021-07-17 14:35:00,4642429.770423656,1028630.3991221476,4236855.913405571,1.1667049757367984e-09,7.223110329825528e-08,17,7.106439832251848e-08
176,0,2021-07-17 14:40:00,4642429.597552252,1028630.2934483855,4236856.002079079,1.7998517949292148e-09,7.040040420630732e-08,17,6.86005524113781e-08
177,0,2021-07-17 14:45:00,4642430.108146346,1028630.4881744522,4236855.786560395,7.90336910171474e-10,6.743247204194478e-08,18,6.664213513177331e-08
178,0,2021-07-17 14:50:00,4642429.084745564,1028629.9264460301,4236855.45291902,-2.098783757665361e-09,6.068241720220048e-08,16,6.278120095986584e-08
179,0,2021-07-17 14:55:00,4642428.514398132,1028629.7756597941,4236855.2297448395,-3.8750690568183725e-09,5.468102668191019e-08,16,5.855609573872856e-08
180,0,2021-07-17 15:00:00,4642428.205048291,1028629.4887283732,4236854.702474524,-6.4064166065997474e-09,4.6585553293872666e-08,16,5.299196990047241e-08
181,0,2021-07-17 15:05:00,4642428.497288114,1028629.4589089284,4236855.140243418,-4.6045218254026516e-09,4.28335001168321e-08,16,4.743802194223475e-08
182,0,2021-07-17 15:10:00,4642427.651737414,1028629.0626437872,4236854.402100883,-7.088240815470559e-09,3.4419195152319994e-08,17,4.1507435967790555e-08
183,0,2021-07-17 15:15:00,4642427.492630378,1028628.7419016545,4236854.080081696,-1.0443716795455875e-08,2.508898432753812e-08,17,3.5532701122993993e-08
184,0,2021-07-17 15:20:00,4642424.460796535,1028628.6298428662,4236851.998574171,-1.9001108663457744e-08,1.1214654243673335e-08,15,3.021576290713108e-08
185,0,2021-07-17 15:25:00,4642425.792187984,1028628.3989891082,4236853.025327456,-1.514659076803036e-08,7.863675271861073e-09,14,2.3010266039891435e-08
186,0,2021-07-17 15:30:00,4642425.062135114,1028628.0565518999,4236852.734862962,-2.0931292873957813e-08,-5.362715327475409e-09,14,1.5568577546482403e-08
187,0,2021-07-17 15:35:00,4642424.218727759,1028627.5677094846,4236851.807910823,-2.2805970465126106e-08,-1.4893422019703533e-08,14,7.912548445422573e-09
188,0,2021-07-17 15:40:00,4642423.806208291,1028627.4751925363,4236851.648020887,-2.3969619495993678e-08,-2.2649812843924893e-08,14,1.3198066520687853e-09
189,0,2021-07-17 15:45:00,4642423.151583146,1028627.3089751769,4236851.065473798,-2.4022156112130978e-08,-3.008015617252261e-08,14,-6.058000060391633e-09
190,0,2021-07-17 15:50:00,4642422.955125508,1028627.3093889694,4236850.631871802,-2.674516699221669e-08,-3.7727238246403467e-08,14,-1.0982071254186777e-08
191,0,2021-07-17 15:55:00,4642424.43698814,1028628.0194055941,4236851.623748487,-2.0334368494024625e-08,-3.719141899468303e-08,15,-1.6857050500658407e-08
192,0,2021-07-17 16:00:00,4642423.383830081,1028628.900205869,4236851.715004694,-2.080145792455365e-08,-3.906148899156896e-08,14,-1.826003106701531e-08
193,0,2021-07-17 16:05:00,4642423.510572697,1028629.0994638185,4236851.3264438305,-2.3034926487289505e-08,-4.4883497976212435e-08,14,-2.184857148892293e-08
194,0,2021-07-17 16:10:00,4642423.630105194,1028628.6966797481,4236850.124341268,-2.3130551452366055e-08,-4.891667532413004e-08,15,-2.5786123871763986e-08
195,0,2021-07-17 16:15:00,4642424.460653484,1028628.7424950699,4236850.096378861,-2.413770368805445e-08,-5.013240364568922e-08,15,-2.599469995763477e-08
196,0,2021-07-17 16:20:00,4642424.051808997,1028629.0640192309,4236849.67063244,-2.506516116104491e-08,-5.004816684338964e-08,15,-2.498300568234473e-08
197,0,2021-07-17 16:25:00,4642423.067020206,1028629.085532605,4236849.357903581,-2.4192649925414767e-08,-4.7386927670521054e-08,15,-2.3194277745106288e-08
198,0,2021-07-17 16:30:00,4642423.984892806,1028629.1519613742,4236849.513080345,-2.4757998266093652e-08,-4.428135602515284e-08,15,-1.952335775905919e-08
199,0,2021-07-17 16:35:00,4642424.441520972,1028629.358757231,4236849.926657433,-2.3489105233723164e-08,-3.823247997562037e-08,15,-1.4743374741897205e-08
200,0,2021-07-17 16:40:00,4642424.455303396,1028629.4229371863,4236849.787603263,-2.5027682805632305e-08,-3.491860900906015e-08,15,-9.890926203427845e-09
201,0,2021-07-17 16:45:00,4642424.556015521,1028629.425702985,4236849.998462807,-2.5859908412077434e-08,-2.8615684441251466e-08,15,-2.7557760291740313e-09
202,0,2021-07-17 16:50:00,4642425.633339766,1028629.7224488807,4236851.080870983,-2.256790007811776e-08,-1.850593458688398e-08,15,4.061965491233782e-09
203,0,2021-07-17 16:55:00,4642425.763463065,1028629.7692091422,4236852.173515177,-1.9572946089032826e-08,-8.824075110389466e-09,16,1.074887097864336e-08
204,0,2021-07-17 17:00:00,4642426.361291129,1028629.6950780757,4236853.243484239,-1.9894611060256397e-08,-5.354996531839787e-10,16,1.9359111407072418e-08
205,0,2021-07-17 17:05:00,4642426.458233277,1028629.232112342,4236853.537946318,-1.737054111379713e-08,1.0516775732730846e-08,16,2.7887316846527975e-08
206,0,2021-07-17 17:10:00,4642427.682314095,1028629.4898262211,4236854.084168977,-1.3042278539221766e-08,2.1413970519452027e-08,17,3.445624905867379e-08
207,0,2021-07-17 17:15:00,4642427.117551355,1028629.351487306,4236854.4349753,-1.1821791162901659e-08,3.053698512027494e-08,17,4.23587762831766e-08
208,0,2021-07-17 17:20:00,4642426.198223101,1028628.9595644042,4236853.999837832,-1.4586893728914017e-08,3.087049744070761e-08,16,4.545739116962163e-08
209,0,2021-07-17 17:25:00,4642427.5589012,1028629.411285806,4236854.667059529,-1.0797319223480463e-08,4.146671318126097e-08,16,5.2264032404741433e-08
210,0,2021-07-17 17:30:00,4642426.498632843,1028629.0438391787,4236854.794997062,-1.3178834114607652e-08,4.715549932986015e-08,16,6.03343334444678e-08
211,0,2021-07-17 17:35:00,4642427.157121369,1028629.1387464643,4236854.337143016,-1.2527616236561507e-08,5.0708353762299785e-08,16,6.323596999886129e-08
212,0,2021-07-17 17:40:00,4642427.467635323,1028628.9086187467,4236854.245552183,-9.82647287770034e-09,5.644405623360601e-08,16,6.627052911130636e-08
213,0,2021-07-17 17:45:00,4642428.343378482,1028629.0452497388,4236855.191744145,-8.437396606380187e-09,6.252187993302623e-08,17,7.095927653940641e-08
214,0,2021-07-17 17:50:00,4642427.345645732,1028628.7880430844,4236854.598690206,-1.0572748436053645e-08,6.189706884551263e-08,15,7.246981728156627e-08
215,0,2021-07-17 17:55:00,4642428.256024966,1028629.1549050098,4236854.758196873,-1.0413857626300155e-08,6.49575596944631e-08,15,7.537141732076326e-08
216,0,2021-07-17 18:00:00,4642427.6380440965,1028629.1933006255,4236854.00578303,-1.081866676232985e-08,6.500646545751031e-08,14,7.582513221984016e-08
217,0,2021-07-17 18:05:00,4642428.224599807,1028629.1519196917,4236854.885235017,-1.001699067906938e-08,6.793643363636176e-08,14,7.795342431543114e-08
218,0,2021-07-17 18:10:00,4642427.930353402,1028629.1541107701,4236855.031984025,-7.290915821485166e-09,7.141157035944777e-08,14,7.870248618093294e-08
219,0,2021-07-17 18:15:00,4642427.890249611,1028628.8933687498,4236855.183159521,-8.601033157820842e-09,6.999739566529968e-08,13,7.859842882312052e-08
220,0,2021-07-17 18:20:00,4642429.064402551,1028628.9462786261,4236855.737817103,-6.409719247480925e-09,7.429304993146135e-08,14,8.070276917894228e-08
221,0,2021-07-17 18:25:00,4642429.631018393,1028629.0320521912,4236855.590679134,-7.20174505907888e-09,7.269651142488084e-08,14,7.989825648395972e-08
222,0,2021-07-17 18:30:00,4642429.33018342,1028628.3542393936,4236856.524707955,-3.975257366207248e-09,7.744824833101856e-08,14,8.14235056972258e-08
223,0,2021-07-17 18:35:00,4642429.891169904,1028628.5244937324,4236856.957701501,-3.4796262139974357e-09,7.813041710398568e-08,13,8.161004331798311e-08
224,0,2021-07-17 18:40:00,4642429.921464974,1028628.424973024,4236856.808291502,-4.1920167770955665e-09,7.740312564203725e-08,13,8.159514241913281e-08
225,0,2021-07-17 18:45:00,4642429.1538860565,1028627.8409478945,4236856.3768745875,-4.9366979216131014e-09,7.712914849399894e-08,13,8.206584641561204e-08
226,0,2021-07-17 18:50:00,4642429.5996030485,1028628.0741969708,4236856.287259502,-1.8635071334859274e-09,7.956703723042512e-08,13,8.143054436391105e-08
227,0,2021-07-17 18:55:00,4642430.524205764,1028628.3207060706,4236857.059962738,-1.0433311822433068e-09,8.087136296024282e-08,13,8.191469414248613e-08
228,0,2021-07-17 19:00:00,4642430.179450874,1028628.0219772427,4236856.982484794,-1.9019458364923205e-09,7.962868181054176e-08,13,8.153062764703408e-08
229,0,2021-07-17 19:05:00,4642431.017977874,1028628.2787322544,4236857.074728869,5.666697454173412e-10,8.197231422132459e-08,13,8.140564447590725e-08
230,0,2021-07-17 19:10:00,4642431.194300163,1028628.1394400146,4236856.704373092,1.498655388162765e-09,7.8937669542521e-08,13,7.743901415435824e-08
231,0,2021-07-17 19:15:00,4642430.983161233,1028627.633586714,4236856.084572379,-1.799882538456526e-09,7.232968419420453e-08,12,7.412956673266106e-08
232,0,2021-07-17 19:20:00,4642430.8294232935,1028628.2517518575,4236857.679294836,-8.649104678974763e-10,7.52999594827044e-08,13,7.616486995060187e-08
233,0,2021-07-17 19:25:00,4642430.249507655,1028628.0694215099,4236856.333135574,-3.3269567737990467e-09,6.881890069229618e-08,13,7.214585746609523e-08
234,0,2021-07-17 19:30:00,4642429.987118763,1028628.2616514893,4236856.486442902,-4.509396815307815e-09,6.559323257805667e-08,12,7.010262939336449e-08
235,0,2021-07-17 19:35:00,4642429.838422162,1028628.3550516485,4236855.763223978,-5.161386664572561e-09,5.999056176583574e-08,12,6.51519484304083e-08
236,0,2021-07-17 19:40:00,4642429.6359333685,1028628.0497159068,4236855.207424031,-4.447713561248774e-09,5.706446036326839e-08,14,6.151217392451716e-08
237,0,2021-07-17 19:45:00,4642429.657944056,1028628.153822765,4236854.834777672,-7.36407177401942e-09,4.9061948781365384e-08,14,5.6426020555384804e-08
238,0,2021-07-17 19:50:00,4642429.24043927,1028628.2105553552,4236854.1484482745,-7.64867704334099e-09,4.166472850244605e-08,14,4.931340554578704e-08
239,0,2021-07-17 19:55:00,4642428.876955038,1028628.0426964817,4236853.627358438,-7.193879211854913e-09,3.550558985042547e-08,15,4.2699469062280385e-08
240,0,2021-07-17 20:00:00,4642428.926579268,1028628.2452384632,4236853.4436424,-9.682795614247977e-09,2.7705090058692214e-08,15,3.738788567294019e-08
241,0,2021-07-17 20:05:00,4642428.973474821,1028628.531338405,4236852.52557364,-1.1063501702656412e-08,1.9207733260592767e-08,15,3.027123496324918e-08
242,0,2021-07-17 20:10:00,4642428.463568759,1028628.1920892715,4236851.859209047,-1.244081428141432e-08,9.542468845521583e-09,16,2.19832831269359e-08
243,0,2021-07-17 20:15:00,4642427.943368336,1028627.9561062995,4236851.181032225,-1.3229151031399226e-08,1.1321226902184454e-09,16,1.4361273721617672e-08
244,0,2021-07-17 20:20:00,4642427.365080787,1028628.0841182175,4236850.350184121,-1.6343701199496414e-08,-9.068969970109513e-09,16,7.274731229386901e-09
245,0,2021-07-17 20:25:00,4642426.15759507,1028627.9050117747,4236849.501428298,-1.7767864442884508e-08,-1.7768999427601927e-08,16,-1.13498471741913e-12
246,0,2021-07-17 20:30:00,4642425.061615174,1028627.8743618432,4236848.708074459,-1.9415535853834963e-08,-2.6320629813095155e-08,15,-6.905093959260192e-09
247,0,2021-07-17 20:35:00,4642424.976456298,1028627.7575394961,4236848.323199727,-1.9702534528704305e-08,-3.2898040872758735e-08,15,-1.319550634405443e-08
248,0,2021-07-17 20:40:00,4642424.277506243,1028627.7453950021,4236848.4522108985,-2.3249913353254186e-08,-4.3190641743652206e-08,14,-1.994072839039802e-08
249,0,2021-07-17 20:45:00,4642422.16367926,1028627.0845724731,4236846.028732569,-2.916908698600534e-08,-5.649869945891251e-08,15,-2.7329612472907173e-08
250,0,2021-07-17 20:50:00,4642423.781705405,1028626.472673608,4236845.977250682,-2.9344709941420296e-08,-5.875755594204504e-08,16,-2.9412846000624744e-08
251,0,2021-07-17 20:55:00,4642427.93043015,1028627.0202290078,4236848.584694093,-1.8509875196647802e-08,-4.7166357018585304e-08,14,-2.86564818219375e-08
252,0,2021-07-17 21:00:00,4642427.039671647,1028626.5905333698,4236848.241513456,-2.159863686725876e-08,-5.1917747666786676e-08,14,-3.0319110799527915e-08
253,0,2021-07-17 21:05:00,4642426.417197994,1028626.1586545393,4236846.995579745,-2.6967146825109904e-08,-5.595976466172509e-08,13,-2.8992617836615187e-08
254,0,2021-07-17 21:10:00,4642422.381577281,1028623.6906469371,4236844.831436516,-3.7982149947148615e-08,-7.093296578672506e-08,15,-3.295081583957644e-08
255,0,2021-07-17 21:15:00,4642421.640200901,1028623.6476010182,4236844.621754352,-3.634805057378691e-08,-6.706260508347954e-08,16,-3.0714554509692624e-08
256,0,2021-07-17 21:20:00,4642423.020001948,1028623.6826268038,4236845.160441835,-3.655925142318649e-08,-6.208557592187316e-08,16,-2.5526324498686674e-08
257,0,2021-07-17 21:25:00,4642424.01027855,1028624.6272875833,4236846.374481516,-2.962557609381435e-08,-5.2169042785318255e-08,17,-2.2543466691503906e-08
258,0,2021-07-17 21:30:00,4642425.354716117,1028625.0806762014,4236847.197074337,-2.787799993953619e-08,-4.2252765748719927e-08,17,-1.4374765809183736e-08
259,0,2021-07-17 21:35:00,4642426.267056217,1028625.512671928,4236848.227374565,-2.6659761466291166e-08,-3.4474781338121466e-08,17,-7.8150198718303e-09
260,0,2021-07-17 21:40:00,4642426.448826684,1028625.9390801777,4236848.134200125,-2.3448872608728522e-08,-2.242404937492027e-08,16,1.0248232338082522e-09
261,0,2021-07-17 21:45:00,4642427.425604064,1028626.950565303,4236850.15424306,-1.873638148345284e-08,-9.77660967555885e-09,15,8.959771807893992e-09
262,0,2021-07-17 21:50:00,4642428.13818871,1028627.2097685166,4236850.626998083,-1.4942279462077098e-08,1.6756151370290705e-09,15,1.6617894599106168e-08
263,0,2021-07-17 21:55:00,4642428.7797377445,1028627.935580449,4236851.320957369,-1.2247273178290464e-08,1.2588104840092957e-08,15,2.483537801838342e-08
264,0,2021-07-17 22:00:00,4642429.892648468,1028628.3101072648,4236852.287752573,-9.29258451801975e-09,2.334612773726617e-08,15,3.2638712255285916e-08
265,0,2021-07-17 22:05:00,4642430.9004734885,1028628.8740236529,4236853.403808237,-4.652692219226778e-09,3.4546413399386013e-08,16,3.9199105618612794e-08
266,0,2021-07-17 22:10:00,4642431.168985226,1028629.0745616864,4236853.506549525,-3.583711097500778e-09,4.3275913235298115e-08,15,4.685962433279889e-08
267,0,2021-07-17 22:15:00,4642431.598365125,1028629.3267745754,4236854.147914329,-1.0081050387902458e-09,4.976333933696051e-08,14,5.077144437575076e-08
268,0,2021-07-17 22:20:00,4642431.847200346,1028629.5320288452,4236854.4432013305,-2.3405425051405563e-09,5.505653301305296e-08,14,5.739707551819352e-08
269,0,2021-07-17 22:25:00,4642432.863152473,1028629.5938803317,4236855.225276463,1.7243480291876169e-09,6.347377988392414e-08,14,6.174943185473652e-08
270,0,2021-07-17 22:30:00,4642433.189921964,1028629.6637444183,4236855.51670187,8.607892420339768e-10,6.636071524044726e-08,14,6.549992599841329e-08
271,0,2021-07-17 22:35:00,4642433.670144634,1028629.8768936883,4236855.792216873,5.376326798208176e-09,7.374350474509701e-08,14,6.836717794688883e-08
272,0,2021-07-17 22:40:00,4642434.203314854,1028630.2518594158,4236856.3252066355,5.152860381973862e-09,7.703519667872144e-08,15,7.188233629674757e-08
273,0,2021-07-17 22:45:00,4642434.714291795,1028630.5135193018,4236856.283572617,7.368189972938838e-09,8.082723689957084e-08,15,7.3459046926632e-08
274,0,2021-07-17 22:50:00,4642435.008511402,1028630.5932732051,4236856.473916854,9.131534581339301e-09,8.465541946139224e-08,15,7.552388488005294e-08
275,0,2021-07-17 22:55:00,4642435.18364418,1028630.8660100462,4236856.23259629,5.762569581317953e-09,8.219591593336787e-08,15,7.643334635204991e-08
276,0,2021-07-17 23:00:00,4642435.419044378,1028630.7434562966,4236855.916884205,6.665400610360759e-09,8.496114901343647e-08,14,7.829574840307572e-08
277,0,2021-07-17 23:05:00,4642435.396522538,1028630.7474324363,4236856.609729669,5.298097862041374e-09,8.49313598696854e-08,15,7.963326200764403e-08
278,0,2021-07-17 23:10:00,4642435.944623122,1028630.7346729072,4236856.370947534,7.709445198402573e-09,8.749873604776767e-08,15,7.97892908493651e-08
279,0,2021-07-17 23:15:00,4642435.607071633,1028631.1693147288,4236855.87370347,8.909600080013103e-09,8.932522440351697e-08,16,8.041562432350388e-08
280,0,2021-07-17 23:20:00,4642435.94961507,1028631.0907304452,4236856.126834496,6.390941390978438e-09,8.706890454031432e-08,16,8.067796314933588e-08
281,0,2021-07-17 23:25:00,4642435.28691439,1028630.990318981,4236855.718261952,5.863762434726616e-09,8.645262220786102e-08,16,8.05888597731344e-08
282,0,2021-07-17 23:30:00,4642434.820357636,1028630.9572050392,4236855.577889814,7.792600192203762e-09,8.865299484751788e-08,16,8.086039465531412e-08
283,0,2021-07-17 23:35:00,4642435.02132499,1028631.2065255849,4236855.3301068535,8.800796528548893e-09,8.991133329130378e-08,16,8.111053676275489e-08
284,0,2021-07-17 23:40:00,4642434.881232294,1028631.2347878886,4236855.444406329,7.446177206652452e-09,8.749814015066519e-08,16,8.005196294401274e-08
285,0,2021-07-17 23:45:00,4642434.674192783,1028631.3167411808,4236854.828183965,7.838061809149285e-09,8.73965265078072e-08,15,7.955846469865791e-08
286,0,2021-07-17 23:50:00,4642434.258067571,1028631.3225500667,4236854.710344468,3.7008609295270564e-09,8.280824123785812e-08,15,7.910738030833107e-08
287,0,2021-07-17 23:55:00,4642433.822041883,1028631.2221835228,4236854.619522825,3.355746472141175e-09,8.140941951694444e-08,14,7.805367304480326e-08
