,time,E,N,U,Az,El,Dist
0,2021-07-17 00:00:00,0.6789075603996082,-0.5527794263619352,2.026642160273475,-50.846864827175544,66.63614757650726,0.875488760508539
1,2021-07-17 00:05:00,0.705956899075199,-0.3110056188672673,1.6078884014158934,-66.22436049836749,64.36940436473292,0.7714270142527305
2,2021-07-17 00:10:00,0.45278308092765074,-0.7057515614599805,0.28868003224433125,-32.682671018932844,18.997442752230484,0.8385092634416964
3,2021-07-17 00:15:00,0.45973959097381745,-0.9026751537897644,-0.20130216739796558,-26.990103723650208,-11.239258057978851,1.0130068730162436
4,2021-07-17 00:20:00,0.573549091148632,-0.8234270186533172,-1.1404838411735492,-34.858718740622336,-48.65608939993813,1.0034892201741443
5,2021-07-17 00:25:00,0.9543779428156364,-0.8217160191145877,-0.45778490140042266,-49.27166592170293,-19.9761209107537,1.2593865466180474
6,2021-07-17 00:30:00,0.9926466984650553,-0.6835461183762137,-0.7813596289822662,-55.44832597540826,-32.955612573473566,1.2052314150903813
7,2021-07-17 00:35:00,1.1241295084986669,-0.8912724212515469,-1.6752911323264978,-51.59066162858919,-49.42590383291278,1.4345848461353023
8,2021-07-17 00:40:00,1.2418758167643325,-1.2710716075245703,-2.6452286745785143,-44.33435920121177,-56.10713058347323,1.777042086085519
9,2021-07-17 00:45:00,1.1112711295943296,-1.0655305947026301,-4.643830160990751,-46.20376328222297,-71.65807000718745,1.5395710349695457
10,2021-07-17 00:50:00,1.5317095928224513,-1.5851343814487384,-5.024846067155756,-44.01800821285536,-66.31422689134156,2.2042652481031393
11,2021-07-17 00:55:00,1.7622298866341253,-2.1123952887127633,-6.9249745012325565,-39.835979320045354,-68.33459714324957,2.7509394811813657
12,2021-07-17 01:00:00,1.1584857610899786,-2.1897674467859023,-10.291346345481443,-27.88085980087584,-76.46527489071919,2.4773313725966246
13,2021-07-17 01:05:00,0.9472674440314969,-2.028418540763375,-11.497710771642705,-25.032481532680137,-78.98187034495342,2.2387043992082973
14,2021-07-17 01:10:00,1.1596673561495243,-2.238481985343851,-12.518266570877241,-27.38685449649385,-78.61358138855009,2.5210374800125
15,2021-07-17 01:15:00,0.8258637757977713,-2.197809508837201,-13.016913209818458,-20.59455173233359,-79.7755224776927,2.347853831334091
16,2021-07-17 01:20:00,1.0835324062077638,-2.3813025986863208,-14.151005646774294,-24.466326955148702,-79.52547211524693,2.6162271579151173
17,2021-07-17 01:25:00,0.9518327856110311,-1.7643903921482105,-14.741020911965386,-28.345457193084307,-82.25536474573859,2.004759114624241
18,2021-07-17 01:30:00,1.2624185756025126,-1.6102851444511144,-12.626106092640528,-38.095454923261435,-80.79485133925128,2.0461473325413846
19,2021-07-17 01:35:00,1.3410324190916938,-1.6706850851688273,-12.860524224232847,-38.75345983884416,-80.54242726857919,2.142325046033046
20,2021-07-17 01:40:00,1.505411945830178,-1.314932773879308,-12.741967196066202,-48.86374909107485,-81.08468668602502,1.9988279882146271
21,2021-07-17 01:45:00,1.7521389374741305,-1.2565804930719366,-11.845309008400339,-54.35306557069441,-79.68364483220712,2.156150595803059
22,2021-07-17 01:50:00,2.276389418013399,-0.9627131086544507,-12.627996221183107,-67.07589973474838,-78.92587877760486,2.4715916555973596
23,2021-07-17 01:55:00,2.2862298542333006,-1.0057574730376873,-12.259020018588007,-66.25436187141223,-78.48405901618649,2.4976779297897425
24,2021-07-17 02:00:00,2.2657494358531007,-1.3440120421555308,-9.737878594426654,-59.324152935988934,-74.86213855179133,2.6343858630670876
25,2021-07-17 02:05:00,2.2545465425658575,-0.6264810824412717,-4.905307617033371,-74.47074222739056,-64.49754423419219,2.33996979879067
26,2021-07-17 02:10:00,2.2985508372021064,-0.16751328229371998,-4.102376413746803,-85.83177973827553,-60.673447898932544,2.3046467518791944
27,2021-07-17 02:15:00,2.0262737835719213,-0.11249308588673013,-4.022704031453499,-86.82235963526796,-63.22973843721274,2.029394032799739
28,2021-07-17 02:20:00,2.2348869100894477,-0.1912316532591849,-3.622971337864198,-85.10930824017214,-58.23752762289125,2.243053509414655
29,2021-07-17 02:25:00,2.2102404320809645,-0.40871522960639695,-3.0963662637625298,-79.52327483438006,-54.023374201816566,2.2477123718389014
30,2021-07-17 02:30:00,2.3546364728920395,-0.2976821628152775,-3.2501942798817516,-82.79467335640703,-53.86207991772568,2.373378939304014
31,2021-07-17 02:35:00,2.13616508829003,-1.6858176411068355,-5.424280000527921,-51.720222892395206,-63.358048311831865,2.721246479739784
32,2021-07-17 02:40:00,2.5682755045711807,-2.1314702597525,-4.885386875309031,-50.3099477769945,-55.6603230429105,3.3375446866805762
33,2021-07-17 02:45:00,1.8509345254727982,0.19570789687563317,-3.281685982905066,83.96427742867225,-60.43967745889168,1.861252319941253
34,2021-07-17 02:50:00,1.6086792003382362,-0.03312538364864315,-2.7938135361471623,-88.82035119727684,-60.061389616576015,1.6090202175991255
35,2021-07-17 02:55:00,1.7315980609685673,-0.0009592061167988941,-2.8454459471370708,-89.96826142406074,-58.6773644231848,1.7315983266411632
36,2021-07-17 03:00:00,1.5398861095139573,-0.15961652075466737,-2.272777621677573,-84.08215389033916,-55.73867968068001,1.548136513351409
37,2021-07-17 03:05:00,1.6387757370988012,-0.4557442069066415,-1.9581052276820472,-74.45872905865636,-49.019804444333325,1.7009669892836494
38,2021-07-17 03:10:00,1.5360807401616259,-0.6302849905355898,-2.703811455232122,-67.69066557963637,-58.44665659900408,1.6603623729746277
39,2021-07-17 03:15:00,1.4663076568070943,-0.40037296941004985,-1.714096043052575,-74.72775689252812,-48.43478472093904,1.519985743040155
40,2021-07-17 03:20:00,1.4098296067407694,-1.0340412606266511,-1.4776129942890988,-53.7417697803854,-40.20211284797585,1.748388071545098
41,2021-07-17 03:25:00,1.2047041707232018,-0.58347852310704,-1.530534725624186,-64.15754087400182,-48.827896061737654,1.3385661455023619
42,2021-07-17 03:30:00,0.8771043732686313,-1.1696631525894376,-1.710183229444173,-36.86541456560434,-49.47369007474107,1.4619931505080388
43,2021-07-17 03:35:00,1.305311967030675,-1.0342922034510504,-1.045757780525773,-51.60769252331803,-32.12582462844795,1.6654127696739685
44,2021-07-17 03:40:00,1.521797668800462,-0.11727270826170727,-0.16026902599084164,-85.59338422876046,-5.994334909885802,1.5263096123885074
45,2021-07-17 03:45:00,2.1565408112529054,-0.45588199114917616,-1.1378248134208575,-78.06368953507831,-27.30312956648995,2.204199777799979
46,2021-07-17 03:50:00,1.073934847554709,-0.9484961905517446,-0.0573903622982993,-48.54914980676459,-2.293702227909843,1.4328227665288988
47,2021-07-17 03:55:00,1.1157697681427599,-0.8252431545552754,0.05693363150069086,-53.5127122905731,2.3492188189044656,1.3877926500892308
48,2021-07-17 04:00:00,1.6032460771285337,-1.0355748546163066,-0.7278034705785642,-57.14061906420685,-20.873116620261115,1.9086155357592625
49,2021-07-17 04:05:00,1.5649309116561803,-1.1051576853177805,-1.1053846677163504,-54.77017671165769,-29.98391657657242,1.915824174519676
50,2021-07-17 04:10:00,1.7705290599370653,-0.5060171329959918,-2.3589319717921184,-74.05006594565027,-52.023837225508,1.8414196944116545
51,2021-07-17 04:15:00,1.3406237388649682,-0.7912405175767301,-1.2699101765869865,-59.450756616289574,-39.20644792576302,1.556705998531315
52,2021-07-17 04:20:00,1.8155026974797093,-0.09911014243133476,-3.1815458902595224,-86.87526663195821,-60.252678858741845,1.8182059467752436
53,2021-07-17 04:25:00,1.6159998937988211,0.06749039419945113,-3.057112217779051,87.60849684458651,-62.118285943418854,1.6174086094945206
54,2021-07-17 04:30:00,1.6464934071195472,-0.14022943648126218,-2.734055813012791,-85.13194996331133,-58.851374965100405,1.6524541853086236
55,2021-07-17 04:35:00,1.5578684480868348,-0.48047238394251224,-3.1825292452497123,-72.8593725158181,-62.87580878662398,1.6302784465470566
56,2021-07-17 04:40:00,0.6201459196628734,0.3224883697541321,-2.421343380627201,62.5246599252654,-73.89781755640409,0.6989847711511237
57,2021-07-17 04:45:00,0.8158039507508745,-0.8732016919831406,-1.9751023746204082,-43.053657637955034,-58.82479118608902,1.1949967702646542
58,2021-07-17 04:50:00,0.687894704563129,-1.1944228913280224,-1.927353014094292,-29.938596929782232,-54.429502070147166,1.378348710557088
59,2021-07-17 04:55:00,0.6053352590500076,-1.2968455675742672,-1.8850085267099574,-25.021996430379772,-52.79290909993187,1.4311670768942957
60,2021-07-17 05:00:00,0.5485395900597405,-1.4485705558015403,-2.898991099858731,-20.74049795489558,-61.88408593274405,1.5489520124904101
61,2021-07-17 05:05:00,0.36632967365268043,-1.478465770976447,-2.518632516519446,-13.91629955578974,-58.836035805575214,1.5231738133737263
62,2021-07-17 05:10:00,0.006360990130179961,-1.4968836436567003,-2.9151910629588413,-0.24347630207574741,-62.82033296657011,1.496897159073527
63,2021-07-17 05:15:00,-0.3139572204047818,-1.2259150437302788,-2.7776534925228287,14.364730160518755,-65.50633244962138,1.265478893813922
64,2021-07-17 05:20:00,-0.606843260349911,-1.3009832021359722,-2.9859232732888437,25.006685768638793,-64.32296260229093,1.4355542605112763
65,2021-07-17 05:25:00,-0.6557430954348021,-0.9194306852568517,-4.370616216169516,35.496677545115794,-75.51233073214446,1.1293147445253249
66,2021-07-17 05:30:00,-0.7914751614559239,-0.8279601948603461,-4.048898152025599,43.709374324472286,-74.20417157210882,1.1454043021897826
67,2021-07-17 05:35:00,-0.7087136353879997,-1.1057729176635585,-5.4145817940074235,32.656683399303944,-76.36530971060496,1.31339588944958
68,2021-07-17 05:40:00,-0.9532768261762851,-0.9094898262557152,-5.7824369423419295,46.34657143437494,-77.16418792200749,1.3175387855343699
69,2021-07-17 05:45:00,-0.9498004405499092,-0.66310825021788,-6.617588863714145,55.0789749751527,-80.07125703921716,1.1583753400240442
70,2021-07-17 05:50:00,-1.1525683049847566,-0.3202860347568026,-7.151704302295318,74.46997397077855,-80.50422442218492,1.196242802158354
71,2021-07-17 05:55:00,-1.2253294757958066,-0.29044693529579924,-7.857084168661908,76.66496152975961,-80.89444551441892,1.259282234638744
72,2021-07-17 06:00:00,-1.1747086185851079,0.1594559492739558,-9.016449992201677,-82.26986837588217,-82.50972321882946,1.1854815638958671
73,2021-07-17 06:05:00,-1.4808326906462517,-0.5796802808196473,-11.018438441381173,68.62186169753781,-81.78742459908773,1.590249881514777
74,2021-07-17 06:10:00,-0.6372238277261182,-0.23127097500962002,-10.75577598661025,70.05238195949894,-86.39364307856509,0.6778941440253233
75,2021-07-17 06:15:00,-0.9940147669480583,-0.361637392472292,-11.909931863412105,70.00785880785138,-84.92471170572045,1.0577556242086172
76,2021-07-17 06:20:00,-0.9306633101027593,-0.0067897842843755996,-12.166262728013287,89.58199804682238,-85.62553859438458,0.9306880776834164
77,2021-07-17 06:25:00,-0.8518893227900097,-0.4213124070165941,-13.197380466096147,63.6847328910076,-85.8810879417818,0.9503786416948445
78,2021-07-17 06:30:00,-1.0138895720239196,-0.5381075361285852,-14.034150046961962,62.043505430760156,-85.3242479869942,1.1478378738729713
79,2021-07-17 06:35:00,-1.3737796641582896,-0.8694676906838357,-14.908941660495008,57.67020464160684,-83.77654140843238,1.625805840436657
80,2021-07-17 06:40:00,-4.304105277067476,-2.3763002722614264,-22.124275074936754,61.09687286202525,-77.47116765038074,4.9165155567769565
81,2021-07-17 06:45:00,-4.247609642999395,-2.3050836706105162,-22.263062298849285,61.51229643937952,-77.75251093314684,4.832763020034885
82,2021-07-17 06:50:00,-4.690008837752698,-3.8670774849988705,-18.590168743137717,50.49321748233044,-71.89307735107205,6.078689922440821
83,2021-07-17 06:55:00,-4.459311832685461,-3.828857251122005,-17.045217103451435,49.349930273755824,-70.97472358290426,5.87755134989037
84,2021-07-17 07:00:00,-4.350099984437379,-2.927637523455161,-14.12916696763593,56.05926288362684,-69.6394705608851,5.2435132633898
85,2021-07-17 07:05:00,-3.8403899391490492,-2.9465482481262235,-12.324172953917094,52.50269133167537,-68.55672729758378,4.840531113757349
86,2021-07-17 07:10:00,-2.77040342366074,-1.4865686671806904,-11.632480398165878,61.782471803329564,-74.87538776153201,3.1440454087170124
87,2021-07-17 07:15:00,-2.428872510163684,-0.9543522024260342,-9.617033529175053,68.54915166270582,-74.81804597960323,2.6096378670045883
88,2021-07-17 07:20:00,-2.2993591200197576,-0.4183550959702558,-6.99131188770145,79.68816345263488,-71.51586450833953,2.337107902759801
89,2021-07-17 07:25:00,-2.0084128133093895,-0.22770993729679168,-5.165532900413297,83.53153807707535,-68.6295242674687,2.021280248804961
90,2021-07-17 07:30:00,-1.6077478915594594,-0.1324542220283742,-3.5499813841923102,85.29032641420874,-65.56183893904357,1.6131947817133023
91,2021-07-17 07:35:00,-1.1190292751691278,0.0315127379368727,-2.338158893890994,-88.38693243537993,-64.41564961806306,1.1194728988849267
92,2021-07-17 07:40:00,-0.782432184980124,0.3160542335511135,-1.3854191099361306,-68.00433682156437,-58.65453529912203,0.8438544913895717
93,2021-07-17 07:45:00,-0.027567487098899474,0.5207852524353529,-0.0006539259728441382,-3.030093203963122,-0.0718430408991337,0.5215143770780459
94,2021-07-17 07:50:00,-0.02379686902555886,0.14105599207186814,1.6724992063711794,-9.57592304231916,85.11137661525741,0.14304923584136522
95,2021-07-17 07:55:00,0.4173491890013726,0.3083147519790749,1.1530972777014654,53.54503867677185,65.7727491250665,0.5188818091319274
96,2021-07-17 08:00:00,1.3997113242649526,-1.9717863460089642,1.8663105220916207,-35.369786898470856,37.66144723382304,2.4180846109230605
97,2021-07-17 08:05:00,1.6039005465510836,-1.9678074312703546,2.3249948841331376,-39.18243947074498,42.48462758934914,2.538653786909451
98,2021-07-17 08:10:00,0.7376630996162801,0.688059150516229,3.0087924188288104,46.99263985820419,71.4654134844185,1.0087478590532981
99,2021-07-17 08:15:00,1.023120709897774,0.6310482784176303,3.2997814812265553,58.334224679430186,69.98377355192594,1.2020806614847357
100,2021-07-17 08:20:00,0.9448813151420752,0.40416636254788196,3.5596841582637393,66.84152194111914,73.89640282793853,1.027692146666405
101,2021-07-17 08:25:00,1.133674831145936,0.5817780014269098,3.633244809202745,62.83406235543728,70.67339248345797,1.2742387004474696
102,2021-07-17 08:30:00,1.3306259098485045,0.7693444188910707,3.9100636603144965,59.96425673540766,68.54043473678395,1.5370283493933998
103,2021-07-17 08:35:00,1.6780217418747174,0.9366108503306898,3.6391256721161973,60.83133025835961,62.162759719952646,1.9217171621134674
104,2021-07-17 08:40:00,1.3645419420594136,1.0656060826536118,3.571342289584101,52.012802347317965,64.13667659218072,1.7313263802725505
105,2021-07-17 08:45:00,1.6649764657089348,1.094630528141023,3.6348384586720677,56.67727861235454,61.268950543850096,1.9925768804497634
106,2021-07-17 08:50:00,2.2230397642337403,1.6039341127330058,5.57199568003832,54.18936638404655,63.80414797939033,2.74126073757186
107,2021-07-17 08:55:00,2.3957446667237123,1.7216081653309265,5.817450404725676,54.29856505055431,63.109297980311595,2.9501740936882404
108,2021-07-17 09:00:00,1.98612001154868,2.6046742905799216,6.613440272770545,37.3262975545079,63.65163173257302,3.275515357967681
109,2021-07-17 09:05:00,1.9944431399797704,2.8146609610946345,6.768777793960744,35.3210391447144,62.99468821218694,3.4496550210887085
