,time,E,N,U,Az,El,Dist
0,2021-07-14 00:00:00,-0.24901457570632146,0.30602167691942195,2.193000876785631,-39.135782924970705,79.8012291569956,0.3945345683951843
1,2021-07-14 00:05:00,-0.11307796643561746,-0.012043072586423897,1.8896478153691616,83.92077902842203,86.55614001157059,0.11371746607507795
2,2021-07-14 00:10:00,-0.26929501532929734,-0.042790504321505995,1.864645684805082,80.97128407022582,81.68041114929014,0.27267349071975316
3,2021-07-14 00:15:00,0.08041613188427649,0.001960492627049115,1.780134333361251,0.0,90.0,0.08044002609752227
4,2021-07-14 00:20:00,-0.059934223056779146,-0.14503156848589727,1.1998550011644917,22.452836422921383,82.54864905458682,0.1569275850540601
5,2021-07-14 00:25:00,0.03940297371122581,-0.5199922917721364,1.0985755450280688,-4.333367731475481,64.60676576018682,0.521483056138669
6,2021-07-14 00:30:00,0.02841642245719285,-0.10613418867420721,0.5360569357074738,-14.988844066390177,78.41684365650752,0.1098724673009479
7,2021-07-14 00:35:00,0.483863170086287,-0.6502081970838356,0.32275379749782895,-36.655388313769,21.713461431671504,0.8104901399282801
8,2021-07-14 00:40:00,0.4895741363595835,-0.6312792486643147,0.43262698443622194,-37.7945458755872,28.437643915232552,0.7988719076212493
9,2021-07-14 00:45:00,0.5283129615163054,-0.25286242805319187,-0.496938919716269,-64.42317813150342,-40.312647552697925,0.585708112311145
10,2021-07-14 00:50:00,0.4962795200990655,-0.5880002915863745,-0.3335955294424505,-40.1647797341094,-23.43944915582219,0.769439864430886
11,2021-07-14 00:55:00,0.6514706553267229,-1.2198277449869446,-1.358725928417823,-28.10523725324704,-44.49495185077966,1.3828932504686557
12,2021-07-14 02:00:00,1.1118896169065289,-0.7900792992189773,-1.4534996266668192,-54.6034076105221,-46.81921049615689,1.3640101976300976
13,2021-07-14 02:05:00,1.0582667111429354,-0.5098615815615894,-1.5208635845698724,-64.27573023895073,-52.31818660817627,1.1746860279520526
14,2021-07-14 02:10:00,1.271930223983386,-1.3659295662141746,-1.7145623186747168,-42.95914564150536,-42.57153901990073,1.8664324457478954
15,2021-07-14 02:15:00,1.4790309980560838,-0.8321220471663442,-1.9328657985424869,-60.63732901950794,-48.717063877269496,1.6970444291741695
16,2021-07-14 02:20:00,1.029639283468535,-0.3808677105160689,-1.2382924964336242,-69.70036347695714,-48.44100171816633,1.0978238779400593
17,2021-07-14 02:25:00,0.8837860894356211,-0.3736614556155733,-1.6211673455827742,-67.08154023819533,-59.37968988157069,0.9595315186551491
18,2021-07-14 02:30:00,1.0336689903978569,-0.7928888446062576,-1.9674138306587066,-52.50953496842115,-56.48902342552448,1.3027449104146103
19,2021-07-14 02:35:00,1.0452871707957478,-0.23356558765513613,-1.3809556396000788,-77.40437367067304,-52.202978224583816,1.0710640285094388
20,2021-07-14 02:40:00,0.7969237464159471,-0.47947564676629095,-2.1259421353099386,-58.96643901845635,-66.37185136870642,0.9300453502080325
21,2021-07-14 02:45:00,0.861635745141407,-0.4385065708399093,-1.8583531096879726,-63.02739308094055,-62.514469258605665,0.9668009981248281
22,2021-07-14 02:50:00,1.0751078137677403,-0.406217206928978,-1.563125836830147,-69.30150083323669,-53.67475578747431,1.1492907510415413
23,2021-07-14 02:55:00,0.9187740403015695,-0.1991880040254712,-2.1801626179269906,-77.76771214358727,-66.67359109976323,0.940117863929689
24,2021-07-14 04:00:00,0.5256353348745,0.22412042479686,-1.4390426898970965,66.90756698564734,-68.3427436083317,0.5714214469896565
25,2021-07-14 04:05:00,0.5712108083131742,0.1223878018453225,-1.9783830873633095,77.90663487557374,-73.54923260720504,0.5841751120805471
26,2021-07-14 04:10:00,0.44536400078838234,0.2441531699042952,-0.8375292129374324,61.267989307172556,-58.766388135113345,0.5078974931741147
27,2021-07-14 04:15:00,0.8504533053510435,0.3489147816276956,-1.665001471380604,67.69316861806702,-61.09695804191612,0.9192455327173571
28,2021-07-14 04:20:00,0.5747443624148652,0.19530710985566013,-1.348189214093365,71.23143700773224,-65.7603438258714,0.6070221983484959
29,2021-07-14 04:25:00,0.9881886592207216,0.7103804588863525,-3.257692316900438,54.288726538727204,-69.51501899909573,1.2170280286747845
30,2021-07-14 04:30:00,0.860870435335484,0.5537057731434688,-1.9154120246251503,57.25116273256106,-61.88064804475509,1.0235663093552427
31,2021-07-14 04:35:00,0.7233260838861895,0.36945875768563563,-2.6738016500150197,62.94307287958672,-73.10281767055562,0.8122194267934891
32,2021-07-14 04:40:00,0.9500698336104436,0.6965546137641555,-2.592427122720844,53.75256550759937,-65.56186671815128,1.1780581559043288
33,2021-07-14 04:45:00,0.6144159667519415,0.7837880919711105,-2.586576449038766,38.0931003361281,-68.94184624518843,0.995907000334588
34,2021-07-14 04:50:00,0.9307929691001784,0.4762979975993765,-2.2500893340307386,62.90062582151937,-65.07649353378328,1.0455789467292755
35,2021-07-14 04:55:00,0.5761722695076471,0.5011468265780867,-2.47109188304055,48.98369633157349,-72.82763881862074,0.7636246629980463
36,2021-07-14 06:00:00,0.0313376789525866,0.5901770829622456,-1.8434030691627323,3.039481149159859,-72.22376997121631,0.5910084934888505
37,2021-07-14 06:05:00,0.2503226080093779,0.231133474424713,-1.5935861499190822,47.282398718179145,-77.93176941276907,0.34071115491022025
38,2021-07-14 06:10:00,-0.18568552126717347,0.9302791077811413,-1.7143197568917126,-11.28800122828007,-61.04177306235025,0.948629712365335
39,2021-07-14 06:15:00,-0.1777301966929088,0.35700410519382886,-1.5210986541809068,-26.465865045441575,-75.30897381745942,0.39879813683334386
