,sv,xs,ys,zs,xs_dot,ys_dot,zs_dot,ts,C1C,constellation,time,TEC,iono_delay
2757,G06,1851561.84990582,-16879568.246650517,20466458.37312622,1943.2389955429728,1700.0782617568236,1235.6463109146066,1.3302091701921078e-05,24324944.129,G,2021-05-06 21:05:00,,
2758,G09,25652211.49501285,-6391731.957618311,2648966.9021587856,-232.73419818718324,394.2137650297294,3132.9801824457627,-0.0003438349790485,22441315.231,G,2021-05-06 21:05:00,,
2759,G17,19117136.02506618,-13532567.098044464,12948888.82921334,1565.7404556034494,-213.17388836859743,-2621.007542974771,0.0004381832741273,22172119.183,G,2021-05-06 21:05:00,,
2760,G19,11772559.104188465,-14797023.568812637,18318324.74853197,2365.776693428996,-325.6458552680357,-1766.9922792030648,-3.411483703529972e-06,22352297.165,G,2021-05-06 21:05:00,,
2761,G21,21372744.23422472,16204387.068122586,1013459.0976369136,-124.2080448602244,222.2126505541022,-3133.537656474596,0.0001162788139481,22781680.687,G,2021-05-06 21:05:00,,
2762,G22,11267773.150903683,16351157.390147405,17917456.511468492,-466.2513522649454,2197.57104799588,-1712.0354519261014,-0.0006207185219864,21769233.844,G,2021-05-06 21:05:00,,
2763,G31,122049.7752589546,18580002.92163616,18718860.73484888,-1847.091283764718,-1560.5609768283548,1599.4906872818635,-0.0001157923093159,23234108.914,G,2021-05-06 21:05:00,,
2764,G01,21865287.64297008,13618257.855579626,6925471.79186596,553.0010612809032,734.9545402523853,-3043.095009442245,0.0006965306802157,21293576.622,G,2021-05-06 21:10:00,,
2765,G03,13593066.91406722,7337929.537150541,21535542.41093195,-593.001890501432,2685.7417863870774,-527.8283931917626,-0.0001568209081596,20520544.668,G,2021-05-06 21:10:00,,
2766,G04,22778536.31558027,3042619.3664177945,13376347.545462769,-1563.727087357728,689.9229656329505,2501.7692772433547,-0.0001951834910869,20466982.362,G,2021-05-06 21:10:00,,
2767,G06,2444215.715108132,-16370506.302835848,20817520.01370633,2007.2639349527667,1692.792787676925,1104.398086174258,1.330314898951189e-05,24130733.205,G,2021-05-06 21:10:00,,
2768,G09,25566689.465175983,-6267155.497137334,3586027.314699909,-337.03930913763406,436.9589530242631,3113.092248121174,-0.0003438356952755,22272412.323,G,2021-05-06 21:10:00,,
2769,G17,19572020.28704994,-13597134.030948592,12150709.732751517,1466.4157928076002,-216.4775960363428,-2699.374690808135,0.000438185115854,22216675.108,G,2021-05-06 21:10:00,,
2770,G19,12471164.275982628,-14899056.673553968,17770398.120030597,2290.812986769796,-353.95041501984053,-1885.245566268216,-3.409983037272046e-06,22320040.161,G,2021-05-06 21:10:00,,
2771,G21,21322068.791051727,16260876.905405002,72747.79781036121,-214.1420131903465,154.95160709624187,-3136.901308988438,0.0001162796324933,22934001.992,G,2021-05-06 21:10:00,,
2772,G22,11134361.541339863,17001826.89381449,17387210.29323155,-423.4803689290485,2139.408522594545,-1822.3874359768383,-0.0006207157593963,21870603.859,G,2021-05-06 21:10:00,,
2773,G31,-442292.18734839,18110511.09236113,19180258.983046472,-1914.783812942666,-1568.4868308800417,1476.0164477548517,-0.0001157929573309,23293030.676,G,2021-05-06 21:10:00,,
2774,G01,22020356.612530246,13825614.498888372,6006287.648596184,480.06442903806936,647.81086266884,-3083.825707471228,0.0006965274742469,21444928.437,G,2021-05-06 21:15:00,,
2775,G03,13422969.97979012,8141923.61725643,21356500.3223388,-540.9271537209261,2673.195249145455,-665.5856197343318,-0.0001568240459164,20559906.183,G,2021-05-06 21:15:00,,
2776,G04,22297897.17094256,3257802.6578229023,14113877.351037012,-1639.7518075726775,745.0156161882162,2414.3131946571707,-0.0001951839685716,20411424.989,G,2021-05-06 21:15:00,,
2777,G06,3055590.7057258952,-15864409.893969787,21128889.87562358,2067.9942135545707,1680.334816696576,971.0764910365864,1.33042062771027e-05,23938395.736,G,2021-05-06 21:15:00,,
2778,G09,25450227.964098625,-6129167.079195265,4516225.99012112,-438.9442293972662,483.5985533811159,3087.2420863399634,-0.0003438364115026,22109420.999,G,2021-05-06 21:15:00,,
2779,G17,19996759.009946603,-13661971.336246943,11329758.828432163,1364.8265066315912,-214.95883173513923,-2772.793961545194,0.0004381869575808,22271279.782,G,2021-05-06 21:15:00,,
2780,G19,13146594.436579626,-15009007.390809244,17187552.87017751,2211.325259192181,-378.3913245924781,-1999.744517056528,-3.4084823710141206e-06,22300092.592,G,2021-05-06 21:15:00,,
2781,G21,21243964.26016758,16297707.95292958,-868098.0689317965,-307.02312831636885,91.18925752911834,-3134.429096474837,0.0001162804510385,23091170.117,G,2021-05-06 21:15:00,,
2782,G22,11013478.637264129,17634320.5614046,16824365.237208854,-382.7719610027349,2076.4271800399865,-1929.3277449605005,-0.0006207129968061,21975597.428,G,2021-05-06 21:15:00,,
2783,G31,-1026561.4319201064,17639444.319658767,19604194.55659552,-1979.885846413736,-1571.0784749123477,1349.7818966440716,-0.0001157936053459,23363032.589,G,2021-05-06 21:15:00,,
2784,G01,22152900.16890294,14007192.587107154,5075763.399745023,402.86710098902734,563.1488671288902,-3118.686446614539,0.0006965242682781,21603152.953,G,2021-05-06 21:20:00,,
2785,G03,13268523.740569342,8941233.40586728,21136324.24781296,-488.7212044749373,2654.516704478861,-802.0108587720154,-0.0001568271836731,20604506.186,G,2021-05-06 21:20:00,,
2786,G04,21795164.625087544,3489844.318951996,14824474.147066584,-1710.983236262187,802.2637002634273,2322.2442521620187,-0.0001951844460563,20365462.417,G,2021-05-06 21:20:00,,
2787,G06,3684651.973333074,-15362805.61822212,21399983.95723665,2125.1222279336025,1662.8754672640198,835.9354908040422,1.3305263564693511e-05,23748345.888,G,2021-05-06 21:20:00,,
2788,G09,25303594.2962267,-5976624.784993946,5437780.967931172,-538.1358610350097,533.9533260472322,3055.476318209786,-0.0003438371277297,21952608.86,G,2021-05-06 21:20:00,,
2789,G17,20390723.89440143,-13725617.57877284,10487543.154681964,1261.3144945876145,-208.5232956092092,-2841.1155152341644,0.0004381887993076,22335668.553,G,2021-05-06 21:20:00,,
2790,G19,13797536.999434533,-15125682.818745188,16570949.589667425,2127.613741080205,-398.7463932729295,-2110.261963514177,-3.406981704756196e-06,22292476.392,G,2021-05-06 21:20:00,,
2791,G21,21137588.20679025,16315960.72194022,-1807323.1267531835,-402.570832836549,31.12898500158603,-3126.0918835714506,0.0001162812695838,23252943.609,G,2021-05-06 21:20:00,,
2792,G22,10904465.423613705,18247219.18170003,16229974.506817715,-344.3925789229826,2008.806218915834,-2032.659657111039,-0.0006207102342159,22084165.676,G,2021-05-06 21:20:00,,
2793,G31,-1629932.711046312,17168385.655367672,19989877.725469705,-2042.0783958636423,-1568.4543724604712,1221.0435271685265,-0.0001157942533609,23443912.581,G,2021-05-06 21:20:00,,
2794,G01,22261672.932813805,14163782.146022717,4135667.8262351616,321.63095726323206,481.2696440279244,-3147.62709357162,0.0006965210623092,21767959.798,G,2021-05-06 21:25:00,,
2795,G03,13129716.06821699,9734023.67451568,20875453.32283651,-436.7270672699796,2629.7393008193267,-936.8410571244126,-0.0001568303214298,20654304.606,G,2021-05-06 21:25:00,,
2796,G04,21271805.553652644,3739346.849803102,15506780.043478614,-1777.2320945172958,861.3711507919161,2225.737002351176,-0.0001951849235411,20329078.297,G,2021-05-06 21:25:00,,
2797,G06,4330274.311910765,-14867165.678444665,21630294.934563503,2178.353413704318,1640.6061155238815,699.2322249945851,1.3306320852284324e-05,23561011.676,G,2021-05-06 21:25:00,,
2798,G09,25127647.935910027,-5808443.315741923,6348925.9827548405,-634.3130482254587,587.8251757993756,3017.8529435223063,-0.0003438378439568,21802222.475,G,2021-05-06 21:25:00,,
2799,G17,20753390.32512881,-13786586.350898225,9625613.488748653,1156.228861672898,-197.0988879609153,-2904.197657358129,0.0004381906410344,22409533.888,G,2021-05-06 21:25:00,,
2800,G19,14422771.866467051,-15247826.31808725,15921815.70750318,2039.994557427988,-414.8130614157644,-2216.579565703932,-3.40548103849827e-06,22297154.016,G,2021-05-06 21:25:00,,
2801,G21,21002184.56139702,16316774.318437023,-2743164.7496727724,-500.49007850004176,-25.04211545092342,-3111.870518866498,0.000116282088129,23419061.839,G,2021-05-06 21:25:00,,
2802,G22,10806584.655742658,18839159.94263101,15605149.350428352,-308.5971166709892,1936.742314050112,-2132.192713544848,-0.0006207074716258,22196261.861,G,2021-05-06 21:25:00,,
2803,G31,-2251486.653688136,16698879.297206456,20336596.340465013,-2101.0531907418726,-1560.754967154733,1090.0619503798516,-0.0001157949013758,23535416.699,G,2021-05-06 21:25:00,,
2804,G01,22345498.755832523,14296261.32551837,3187783.110930628,236.59549281637285,402.4594081510196,-3170.608429720174,0.0006965178563404,21939043.598,G,2021-05-06 21:30:00,,
2805,G03,13006432.234096847,10518472.721255044,20574405.08565358,-385.285463073706,2598.9200329820974,-1069.8166681232626,-0.0001568334591865,20709267.003,G,2021-05-06 21:30:00,,
2806,G04,20729340.601274826,4006822.315344478,16159490.789544478,-1838.3293204443328,922.0313532004714,2124.974433178524,-0.0001951854010258,20302227.524,G,2021-05-06 21:30:00,,
2807,G06,4991246.261225469,-14378901.935780851,21819393.041760422,2227.407513578187,1613.7375088437996,561.2265282364635,1.3307378139875134e-05,23376834.545,G,2021-05-06 21:30:00,,
2808,G07,21877493.01766473,3456078.9510675166,-14666128.161418067,1396.6422180339891,1312.5965479739402,2288.510928820532,0.0001434475125279,25652703.856,G,2021-05-06 21:30:00,,
2809,G09,24923336.756312795,-5623599.5267823385,7247913.864934224,-727.1878248359346,644.9979820570229,2974.4412503376225,-0.0003438385601838,21658496.211,G,2021-05-06 21:30:00,,
2810,G17,21084339.329092864,-13843373.003438342,8745561.8513458,1049.924553732695,-180.6361671505743,-2961.9071830330604,0.0004381924827611,22492536.718,G,2021-05-06 21:30:00,,
2811,G19,15021175.98209405,-15374123.54588553,15241442.771261688,1948.7982877428624,-426.4093470043154,-2318.488282562616,-3.4039803722403446e-06,22314035.872,G,2021-05-06 21:30:00,,
2812,G21,20837087.81683465,16301341.421169778,-3673856.09917102,-600.4723393633747,-77.15413189641367,-3091.7561164718663,0.0001162829066742,23589254.531,G,2021-05-06 21:30:00,,
2813,G22,10719024.491514616,19408841.561923813,14951057.175731076,-275.6278187605937,1860.4488570788965,-2227.7430288254504,-0.0006207047090356,22311842.794,G,2021-05-06 21:30:00,,
2814,G31,-2890213.186397321,16232424.107803678,20643716.977410343,-2156.514040980785,-1548.1419131957157,957.1012874709522,-0.0001157955493908,23637249.421,G,2021-05-06 21:30:00,,
2815,G01,22403275.8541235,14405591.77050905,2233901.5701601943,148.01680224320302,326.9884013567647,-3187.6021088185257,0.0006965146503716,22116079.756,G,2021-05-06 21:35:00,,
2816,G03,12898455.831149532,11292779.489238469,20233774.349130034,-334.7332724502907,2562.139489527863,-1200.6821577504943,-0.0001568365969433,20769359.959,G,2021-05-06 21:35:00,,
2817,G04,20169338.01352516,4292689.38020852,16781358.254145697,-1894.12674109534,983.9284790058148,2020.1476297975728,-0.0001951858785105,20284828.168,G,2021-05-06 21:35:00,,
2818,G06,5666274.581621577,-13899360.241330223,21966926.807427924,2272.0197845612165,1582.4987992715714,422.1804483502452,1.3308435427465945e-05,23196270.599,G,2021-05-06 21:35:00,,
2819,G07,22289147.02683501,3838227.597006732,-13965769.38512524,1346.870436015473,1235.1272502792872,2379.7741514323725,0.0001434507867088,25464665.935,G,2021-05-06 21:35:00,,
2820,G09,24691692.892238308,-5421137.7006578185,8133019.910656664,-816.4866065126366,705.2385088962808,2925.3217022521167,-0.0003438392764109,21521637.01,G,2021-05-06 21:35:00,,
2821,G17,21383259.118351668,-13894461.500742009,7849018.908661733,942.7609559909448,-159.10871910813646,-3014.119716868297,0.0004381943244879,22584296.611,G,2021-05-06 21:35:00,,
2822,G19,15591727.445627108,-15503208.758273022,14531183.590309924,1854.368463180705,-433.3746916999389,-2415.7888145994666,-3.40247970598242e-06,22342973.85,G,2021-05-06 21:35:00,,
2823,G21,20641726.910603583,16270902.999328025,-4597629.245056965,-702.1966971475335,-125.0551750374632,-3065.75032918286,0.0001162837252195,23763232.519,G,2021-05-06 21:35:00,,
2824,G22,10640902.443867637,19955029.17991744,14268919.532045051,-245.7132374460492,1780.155130814484,-2319.133594084697,-0.0006207019464455,22430867.428,G,2021-05-06 21:35:00,,
2825,G31,-3545015.3541622767,15770467.37856579,20910685.89908223,-2208.178137488039,-1530.7972134424992,822.4285624880821,-0.0001157961974058,23749077.859,G,2021-05-06 21:35:00,,
2826,G01,22433981.628392104,14492813.673557758,1275822.4003935826,56.16650372645433,255.1098683282095,-3198.590598427518,0.0006965114444028,22298728.633,G,2021-05-06 21:40:00,,
2827,G03,12805470.15403434,12055170.594230916,19854231.92241707,-285.4020194411126,2519.501498575971,-1329.1864996434997,-0.0001568397347,20834551.023,G,2021-05-06 21:40:00,,
2828,G04,19593407.28042995,4597270.749740557,17371192.80232868,-1944.497656180488,1046.7388602923518,1911.4554214113305,-0.0001951863559952,20276770.119,G,2021-05-06 21:40:00,,
2829,G06,6353989.081227493,-13429815.069260962,22072623.646017123,2311.9421393862,1547.1365011527732,282.3577623992568,1.3309492715056756e-05,23019780.909,G,2021-05-06 21:40:00,,
2830,G07,22685112.032536075,4197212.039508951,-13238735.399377478,1292.0668832345832,1158.2251167450418,2466.320424857503,0.0001434540608897,25274561.183,G,2021-05-06 21:40:00,,
2831,G09,24433828.254314203,-5200174.535607715,9002545.214924792,-901.9513220007672,768.2973914965607,2870.5858034297657,-0.000343839992638,21391835.837,G,2021-05-06 21:40:00,,
2832,G17,21649946.20785217,-13938331.373017658,6937651.273200611,835.1004617074129,-132.51343560078843,-3060.7200473644984,0.0004381961662147,22684400.953,G,2021-05-06 21:40:00,,
2833,G19,16133509.164365107,-15633671.351484727,13792449.250569994,1757.060008698392,-435.57070261796594,-2508.292017353982,-3.400979039724494e-06,22383766.459,G,2021-05-06 21:40:00,,
2834,G21,20415628.77097104,16226742.787314642,-5512718.366761052,-805.3309966226591,-168.61215729703852,-3033.865611132751,0.0001162845437647,23940695.056,G,2021-05-06 21:40:00,,
2835,G22,10571269.638182117,20476558.99512899,13560010.002837038,-219.06724415685807,1696.1054203868423,-2406.194572458477,-0.0006206991838553,22553290.745,G,2021-05-06 21:40:00,,
2836,G31,-4214713.521364792,15314398.865344202,21137029.835234378,-2255.777284829665,-1508.922270211826,686.3130973626021,-0.0001157968454208,23870534.676,G,2021-05-06 21:40:00,,
2837,G01,22436677.152489465,14559040.531573838,315348.4448256295,-38.66939302665476,187.05910851128127,-3203.5671059127653,0.0006965082384339,22486640.702,G,2021-05-06 21:45:00,,
2838,G03,12727060.030160025,12803907.230866086,19436523.185904574,-237.6163828528132,2471.1326739731844,-1455.0836580001442,-0.0001568428724567,20904810.883,G,2021-05-06 21:45:00,,
2839,G04,19003192.61842549,4920791.028800126,17927865.56374062,-1989.3373310846969,1110.1323992774487,1799.1040137317843,-0.0001951868334799,20277917.084,G,2021-05-06 21:45:00,,
2840,G06,7052947.7751471335,-12971464.473451424,22136290.30384265,2346.944217567529,1507.9133774286745,142.02349147582208,1.3310550002647568e-05,22847841.55,G,2021-05-06 21:45:00,,
2841,G07,23063895.75953724,4533253.011444703,-12486463.488748968,1232.3500353828467,1082.2261621574996,2548.0034561071843,0.0001434573350707,25082804.43,G,2021-05-06 21:45:00,,
2842,G09,24150929.7135271,-4959903.827175792,9854819.960716316,-983.3404786821794,833.9101949045073,2810.3359415279906,-0.0003438407088651,21269266.8,G,2021-05-06 21:45:00,,
2843,G17,21884306.099989347,-13973464.738126509,6013158.705273099,727.307016170358,-100.8706986770198,-3101.602454643611,0.0004381980079414,22792414.247,G,2021-05-06 21:45:00,,
2844,G19,16645712.032085717,-15764062.609365003,13026706.009763828,1657.2376382471175,-432.88178666375165,-2595.8192845803,-3.399478373466569e-06,22436157.989,G,2021-05-06 21:45:00,,
2845,G21,20158421.506283365,16170181.535481762,-6417363.031574571,-909.5330684249208,-207.7115064931729,-2996.125467738479,0.0001162853623099,24121330.353,G,2021-05-06 21:45:00,,
2846,G22,10509115.357600927,20972342.624074664,12825652.01079516,-195.8880989986816,1608.558064351425,-2488.763586571926,-0.0006206964212652,22679075.097,G,2021-05-06 21:45:00,,
2847,G31,-4898049.9317211695,14865545.121277696,21322356.581714712,-2299.059060956011,-1482.7368542472732,549.0259110944986,-0.0001157974934357,24001222.897,G,2021-05-06 21:45:00,,
2848,G01,22410511.314617146,14605453.629870577,-645717.015633371,-136.19166989638137,123.05260702191984,-3202.535489872841,0.0006965050324651,22679448.017,G,2021-05-06 21:50:00,,
2849,G02,-4898550.687749891,-17911740.540253293,19626223.1655574,2143.4964472565216,981.6114335508946,1485.785784886249,-0.0006020184382578,26383693.763,G,2021-05-06 21:50:00,,
2850,G03,12662714.092403391,13537291.928094218,18981466.523233604,-191.69274145244333,2417.1818641575696,-1578.133057463625,-0.0001568460102134,20980109.296,G,2021-05-06 21:50:00,,
2851,G04,18400366.318279285,5263375.007954057,18450310.58872197,-2028.563397088168,1173.7740070198795,1683.3066076692128,-0.0001951873109647,20288100.326,G,2021-05-06 21:50:00,,
2852,G06,7761642.354867574,-12525425.38834491,22157813.15943608,2376.814381765379,1465.10725940431,1.4434149768155775,1.3311607290238378e-05,22680931.65,G,2021-05-06 21:50:00,,
2853,G07,23424044.53728554,4846670.892853661,-11710433.284568544,1167.858678079863,1007.45845839883,2624.6872453670026,0.0001434606092516,24889829.953,G,2021-05-06 21:50:00,,
2854,G09,23844253.976559646,-4699600.821893766,10688206.65772783,-1060.430157586378,901.7985406690748,2744.685208700616,-0.0003438414250922,21154074.518,G,2021-05-06 21:50:00,,
2855,G17,22086353.52934193,-13998353.364346877,5077271.217327703,619.7446414742645,-64.22446900927812,-3136.671030228517,0.0004381998496682,22907866.198,G,2021-05-06 21:50:00,,
2856,G19,17127637.620075203,-15892902.624732267,12235472.082355618,1555.2742112171904,-425.2156748697909,-2678.202900277347,-3.397977707208644e-06,22499843.021,G,2021-05-06 21:50:00,,
2857,G21,19869837.217693333,16102571.05719031,-7309811.545679272,-1014.4520162676398,-242.2598091891887,-2952.5646906322954,0.0001162861808551,24304813.736,G,2021-05-06 21:50:00,,
2858,G22,10453371.858329758,21441371.16784144,12067216.537885534,-176.35758197795738,1517.784449173872,-2566.685997784962,-0.000620693658675,22808175.346,G,2021-05-06 21:50:00,,
2859,G31,-5593693.604604881,14425164.15049981,21466355.420179,-2337.7878992756573,-1452.4779976384616,410.83912482804186,-0.0001157981414507,24140713.384,G,2021-05-06 21:50:00,,
2860,G01,22354724.59657065,14633296.277651574,-1605573.4427130148,-236.08912945591,63.28724696635144,-3195.51015781865,0.0006965018264963,22876775.329,G,2021-05-06 21:55:00,,
2861,G02,-4245956.601770374,-17619536.707660414,20053985.73556758,2206.523503746728,965.7139807443828,1365.5585788334347,-0.0006020194273333,26198657.045,G,2021-05-06 21:55:00,,
2862,G03,12611827.48239212,14253675.125033116,18489951.61440605,-147.9377593792491,2357.819506477326,-1698.1000391162115,-0.0001568491479701,21060418.954,G,2021-05-06 21:55:00,,
2863,G04,17786621.987084154,5625046.384895788,18937526.888019875,-2062.116157076198,1237.3250652007916,1564.2830048923822,-0.0001951877884494,20307130.252,G,2021-05-06 21:55:00,,
2864,G06,8478503.944868172,-12092729.293226544,22137158.37819825,2401.360635459004,1419.0098050276624,-139.11641489126623,1.3312664577829189e-05,22519536.799,G,2021-05-06 21:55:00,,
2865,G07,23764149.296068296,5137883.125645038,-10912163.661218554,1098.7512484745455,934.240793699113,2696.2461868375085,0.0001434638834325,24696081.954,G,2021-05-06 21:55:00,,
2866,G09,23515122.17376337,-4418626.223384692,11501103.324159808,-1133.0149334257949,971.6712965891136,2673.757200912189,-0.0003438421413192,21046385.827,G,2021-05-06 21:55:00,,
2867,G17,22256212.262666035,-14011505.74497776,4131746.083709145,512.7759477606063,-22.64227618372905,-3165.839987517782,0.000438201691395,23030264.662,G,2021-05-06 21:55:00,,
2868,G19,17578700.37032141,-16018687.361294225,11420314.323651006,1451.5490584794102,-412.5038347903396,-2755.2863588389177,-3.3964770409507184e-06,22574469.263,G,2021-05-06 21:55:00,,
2869,G21,19549714.416495465,16025288.094018564,-8188324.373106291,-1119.729565048567,-272.18437889398274,-2903.229575184498,0.0001162869994004,24490811.007,G,2021-05-06 21:55:00,,
2870,G22,10402919.435877156,21882718.968960345,11286119.76291004,-160.64018941507516,1424.0679507119612,-2639.8151768836565,-0.0006206908960848,22940549.554,G,2021-05-06 21:55:00,,
2871,G31,-6300245.543809263,13994440.40462366,21568797.360417604,-2371.746088849188,-1418.3988167499642,272.02537446178826,-0.0001157987894657,24288553.22,G,2021-05-06 21:55:00,,
2872,G01,22268652.14253398,14643868.322363632,-2562427.2082228656,-338.0402317194066,7.939933905241041,-3182.5172442741564,0.0006964982640055,23078236.882,G,2021-05-06 22:00:00,,
2873,G02,-3575013.526231329,-17332722.19631564,20445325.35739663,2265.781593768851,945.7166128969676,1243.0019002963354,-0.0006020204164088,26014290.081,G,2021-05-06 22:00:00,,
2874,G03,12573704.935977165,14951461.737359611,17962937.512725607,-106.64709247381384,2293.237239587405,-1814.7564539970103,-0.0001568519510329,21145709.906,G,2021-05-06 22:00:00,,
2875,G04,17163667.592999037,6005727.039791676,19388580.507999755,-2089.958679964612,1300.4448060366578,1442.259178119865,-0.0001951879821718,20334791.692,G,2021-05-06 22:00:00,,
2876,G06,9201909.122265616,-11674318.25758295,22074371.92152846,2420.4114582555244,1369.9252009509523,-279.3901576506093,1.331372186542e-05,22364144.315,G,2021-05-06 22:00:00,,
2877,G07,24082851.354204383,5407401.23419962,-10093209.60586368,1025.2051012153293,862.8813868126081,2762.5651452099974,0.0001434671576134,24502008.185,G,2021-05-06 22:00:00,,
2878,G09,23164914.11844956,-4116429.25862801,12291947.223189654,-1200.908522578126,1043.2265068640704,2597.6865576402165,-0.0003438433632255,20946305.77,G,2021-05-06 22:00:00,,
2879,G17,22394114.531393185,-14011453.998066666,3178364.54849767,406.7605897199134,23.784909097062467,-3189.03415916649,0.0004382035695016,23159100.05,G,2021-05-06 22:00:00,,
2880,G19,17998428.689058576,-16139895.896598008,10582845.298095902,1346.4460350710938,-394.7014982904348,-2826.9247655883114,-3.395136445761e-06,22659634.707,G,2021-05-06 22:00:00,,
2881,G21,19197999.699779537,15939728.13300722,-9051177.68332096,-1225.0006213649826,-297.4342464633462,-2848.176748388021,0.0001162877306342,24678979.514,G,2021-05-06 22:00:00,,
2882,G22,10356591.62160447,22295547.108665068,10483820.458708651,-148.88239512161476,1327.7027574601934,-2708.012957094211,-0.0006206878460944,23076150.523,G,2021-05-06 22:00:00,,
2883,G31,-7016243.040995095,13574480.822071033,21629535.20315024,-2400.734264144777,-1380.767279889319,132.85739056247215,-0.0001157988208432,24444269.463,G,2021-05-06 22:00:00,,
2884,G01,22151727.994649023,14638518.035983374,-3514491.043257786,-441.713028541747,-42.83444165478818,-3163.5895038058266,0.0006964950580367,23283439.957,G,2021-05-06 22:05:00,,
2885,G02,-2886888.782096192,-17052495.610416237,20799575.501311265,2321.0287877767,921.8310394696134,1118.3315504172415,-0.0006020214054842,25830950.083,G,2021-05-06 22:05:00,,
2886,G03,12547564.42271414,15629116.6098581,17401450.94448178,-68.10379660098971,2223.6457188636505,-1927.8805436617488,-0.0001568550887896,21235953.397,G,2021-05-06 22:05:00,,
2887,G04,16533219.100556215,6405236.154379811,19802605.691624027,-2112.077342821975,1362.7921389554865,1317.466910231025,-0.0001951884596565,20370851.447,G,2021-05-06 22:05:00,,
2888,G06,9930186.174274469,-11271041.38359456,21969579.41082516,2433.8165554996194,1318.1688138533632,-419.11266741907264,1.331477915301081e-05,22215244.014,G,2021-05-06 22:05:00,,
2889,G07,24378847.974224888,5655827.469012405,-9255159.068752192,947.4157031482684,793.6766604827124,2823.539508898028,0.0001434704317944,24308066.903,G,2021-05-06 22:05:00,,
2890,G09,22795062.715833187,-3792553.013036643,13059215.678740203,-1263.9452478460976,1116.1500603511877,2516.61574474277,-0.0003438440794525,20853920.448,G,2021-05-06 22:05:00,,
2891,G17,22500399.59639288,-13996761.508133668,2218929.436005797,302.0539436031805,74.9427412605643,-3206.188504959296,0.0004382054112283,23293842.176,G,2021-05-06 22:05:00,,
2892,G19,18386468.433929965,-16254997.271834005,9724717.840172073,1240.3528862667458,-371.7888444913456,-2892.9847432670344,-3.3936357795030748e-06,22754902.213,G,2021-05-06 22:05:00,,
2893,G21,18814750.942132734,15847298.373010142,-9896666.15728014,-1329.8977751209372,-317.97863988575546,-2787.478452875237,0.0001162885491794,24868970.442,G,2021-05-06 22:05:00,,
2894,G22,10313181.097647484,22679106.207707755,9661818.049824389,-141.2119706359071,1228.9929286626073,-2771.1491721390275,-0.0006206850835042,23214932.141,G,2021-05-06 22:05:00,,
2895,G31,-7740170.075972063,13166307.834180132,21648503.512413573,-2424.573931333599,-1339.864955944941,-6.39312757851731,-0.0001157994688582,24607372.75,G,2021-05-06 22:05:00,,
2896,G01,22003486.042779293,14618638.483088115,-4459992.036552647,-546.7684280454969,-88.90129042508612,-3138.7733577580284,0.0006964918520679,23491983.007,G,2021-05-06 22:10:00,,
2897,G02,-2182820.1768990727,-16779989.771422453,21116134.713298373,2372.037245545704,894.2839453114416,991.7655211646036,-0.0006020223945597,25649008.265,G,2021-05-06 22:10:00,,
2898,G03,12532540.913436612,16285171.256657949,16806583.866894875,-32.57745116665674,2149.275682562613,-2037.2580825876955,-0.0001568582265463,21331119.331,G,2021-05-06 22:10:00,,
2899,G04,15896992.738863776,6823291.039599288,20178807.50611691,-2128.4812547849265,1424.02671705301,1190.1433256714251,-0.0001951889371412,20415053.684,G,2021-05-06 22:10:00,,
2900,G06,10661621.567319416,-10883651.660134789,21822985.84696533,2441.447519198752,1264.0657966928363,-558.019973402977,1.3315836440601622e-05,22073317.915,G,2021-05-06 22:10:00,,
2901,G07,24650897.667336497,5883851.091771922,-8399629.800889974,865.5957612749967,726.9100781790123,2879.0752211836266,0.0001434737059753,24114718.657,G,2021-05-06 22:10:00,,
2902,G09,22407047.264534533,-3446634.474448337,13801432.05880082,-1321.9797371050586,1190.120844429764,2430.6991359402423,-0.0003438447956796,20769286.69,G,2021-05-06 22:10:00,,
2903,G17,22575512.73025057,-13966028.923604831,1255260.8143381623,199.0053783189485,130.69411930127183,-3217.249537376892,0.0004382072529551,23433946.107,G,2021-05-06 22:10:00,,
2904,G19,18742580.23055963,-16362458.473375186,8847624.461726401,1133.6578228356177,-343.7697002809581,-2953.3450306043187,-3.392135113245149e-06,22859792.213,G,2021-05-06 22:10:00,,
2905,G21,18400135.65242969,15749412.32277616,-10723108.256393077,-1434.048702712637,-333.81003525687186,-2721.2155759370976,0.0001162893677246,25060424.696,G,2021-05-06 22:10:00,,
2906,G22,10271444.781757956,23032739.62834035,8821649.233905269,-137.73746101648936,1128.250968255896,-2829.102902402269,-0.000620682320914,23356839.732,G,2021-05-06 22:10:00,,
2907,G26,-4414696.858930362,24249728.27397612,9469196.36297886,-453.0765467443084,-1182.4129865769214,2826.055825572176,8.189962318283564e-05,25443692.406,G,2021-05-06 22:10:00,,
2908,G31,-8470456.53545752,12770859.598396543,21625718.16403052,-2443.105654527598,-1295.9854933762165,-145.4553291820814,-0.0001158001168732,24777355.76,G,2021-05-06 22:10:00,,
2909,G01,21823563.268082768,14585659.317714589,-5397171.717580876,-652.8603473924924,-130.14832156375877,-3108.124137024863,0.0006964886460991,23703460.358,G,2021-05-06 22:15:00,,
2910,G02,-1464111.654028478,-16516267.3692093,21394467.23214117,2418.5940332092746,863.3160248975528,863.5237286701671,-0.0006020233836352,25468848.072,G,2021-05-06 22:15:00,,
