,sv,xs,ys,zs,xs_dot,ys_dot,zs_dot,ts,C1C,constellation,time,TEC,iono_delay
1261,G24,21527196.64612016,15826966.737809204,-2006776.5009985364,-364.8290126897064,149.448379566554,-3079.5316694836065,6.001287874824068e-05,23285806.263,G,2021-05-06 09:30:00,,
1262,G25,15212991.079134328,-828096.0960202953,21471911.58825324,-298.9914317135684,2776.19798438411,341.5352322727636,0.0001320075507464,20263934.542,G,2021-05-06 09:30:00,,
1263,G29,25387616.177465662,-3750103.727535167,6888106.265918168,-769.3666547561445,465.6880964423874,3062.861139224304,-0.0003422967583901,21555596.936,G,2021-05-06 09:30:00,,
1264,G31,2636060.636974983,-16418328.28139754,20525315.936833225,2134.464675895465,1554.1640473353764,1010.5208339872364,-0.0001157013002739,23987559.114,G,2021-05-06 09:30:00,,
1265,G32,18653633.267919485,-15845602.50713564,10209757.917978004,1288.709666578712,-260.1130916361477,-2805.323215782999,2.163356475648521e-05,22725202.94,G,2021-05-06 09:30:00,,
1266,G02,6971428.030171802,18931091.79306025,17904434.215410057,-1903.8327312580109,-1002.4483505016684,1875.275812925556,-0.0006018753488205,22823857.87,G,2021-05-06 09:35:00,,
1267,G06,-5395996.385343063,14090127.157824934,21912582.426881872,-2254.388354016793,-1595.8838048854714,478.10745792401207,1.315918734690541e-05,24158062.975,G,2021-05-06 09:35:00,,
1268,G12,10893926.183330916,14222662.33153798,19403761.24165612,-542.1860572629987,2453.704176763684,-1460.847956878429,-3.733616222234876e-05,21063453.632,G,2021-05-06 09:35:00,,
1269,G24,21403715.294327945,15863422.947841356,-2928478.0221073963,-458.6686069548984,94.26315634526796,-3064.1924863932904,6.002045029163294e-05,23484168.576,G,2021-05-06 09:35:00,,
1270,G25,15130263.641177174,7032.951767585008,21553243.007657543,-252.3427808966539,2790.2989768185257,200.60091150114204,0.0001320096994277,20231010.309,G,2021-05-06 09:35:00,,
1271,G29,25141832.867398106,-3602474.7006738344,7800084.783665912,-868.6093322700477,519.1124158443619,3016.0246851145585,-0.0003422987365411,21418603.874,G,2021-05-06 09:35:00,,
1272,G31,3284478.27020601,-15954280.54314226,20808411.38665084,2187.6821896314377,1538.7018431527836,876.5012670871222,-0.0001157019482889,23801972.363,G,2021-05-06 09:35:00,,
1273,G32,19025013.60219309,-15920402.410167858,9358609.06874183,1187.011595166019,-237.7406452994884,-2868.098906094748,2.1633428332279948e-05,22804942.262,G,2021-05-06 09:35:00,,
1274,G02,6389127.815991784,18630320.691076867,18450491.061990403,-1977.71775918314,-1001.8976406164004,1764.5786696487564,-0.000601876337896,22871784.188,G,2021-05-06 09:40:00,,
1275,G06,-6078706.438592045,13616318.95914433,22035102.332993083,-2296.226384507941,-1562.1541859470678,338.5668135318735,1.316024463449622e-05,24289444.99,G,2021-05-06 09:40:00,,
1276,G12,10739312.040350605,14951594.642377447,18946761.59767336,-488.7951197509931,2404.873936439333,-1585.3046691109596,-3.7337696994658e-05,21163052.717,G,2021-05-06 09:40:00,,
1277,G24,21251837.33675651,15883933.8098543,-3844722.4225445287,-554.0893947772147,43.16907280722752,-3043.1579216106497,6.00280218350252e-05,23685636.358,G,2021-05-06 09:40:00,,
1278,G25,15061677.796132747,845462.5635680524,21592242.372820184,-204.77039339584937,2798.1935317710136,59.36896272501814,0.0001320118481089,20204058.023,G,2021-05-06 09:40:00,,
1279,G29,24866813.1064015,-3438283.8080037823,8697143.014492415,-964.2272411185074,576.0608346444632,2963.4079767462067,-0.0003423007146921,21289290.934,G,2021-05-06 09:40:00,,
1280,G31,3948274.045256144,-15495568.617768308,21051061.61702605,2236.941159189808,1518.625843102558,740.9309641367447,-0.0001157025963038,23619693.097,G,2021-05-06 09:40:00,,
1281,G32,19365769.59349755,-15987759.566589382,8489446.953043588,1084.6072542582983,-210.49568834101223,-2925.3911569603465,2.163329190807468e-05,22893714.453,G,2021-05-06 09:40:00,,
1282,G02,5785082.447681795,18330422.96654492,18962876.91316207,-2048.7523862186413,-996.6499739602172,1650.8366012076435,-0.0006018773269715,22929340.805,G,2021-05-06 09:45:00,,
1283,G06,-6773249.230148778,13153231.585777655,22115660.700908765,-2333.2351672932746,-1524.4556904704689,198.4080599969376,1.3161301922087032e-05,24429103.28,G,2021-05-06 09:45:00,,
1284,G12,10600500.468778323,15665011.67903121,18452897.39093686,-436.8903133069671,2350.2943123911755,-1706.5721174675364,-3.733923176696724e-05,21267180.186,G,2021-05-06 09:45:00,,
1285,G24,21071134.075530343,15889746.407058751,-4753807.918531592,-650.7857840155797,-3.705512384142139,-3016.475108044902,6.003559337841746e-05,23889843.894,G,2021-05-06 09:45:00,,
1286,G25,15007459.888228249,1685324.6600588537,21588863.06137537,-156.61323979264077,2799.844810237704,-81.87625165958599,0.0001320139967901,20183137.412,G,2021-05-06 09:45:00,,
1287,G29,24563687.71345588,-3256510.4359383304,9577561.310989264,-1055.9337965046595,636.2863271083183,2905.1090462044745,-0.000342302692843,21167848.524,G,2021-05-06 09:45:00,,
1288,G31,4626221.166088931,-15043545.226347871,21252841.9287634,2281.982680385588,1494.1485432082975,604.0803421109722,-0.0001157032443188,23441155.39,G,2021-05-06 09:45:00,,
1289,G32,19675743.29337668,-16046214.190523963,7603934.528358552,981.8562943855932,-178.39517225826498,-2977.082227320316,2.1633155483869416e-05,22991087.958,G,2021-05-06 09:45:00,,
1290,G02,5160189.771142544,18032785.05893804,19440709.141550925,-2116.6535083493927,-986.8593820119862,1534.255826299624,-0.000601878316047,22996345.078,G,2021-05-06 09:50:00,,
1291,G06,-7478142.619240181,12702015.291844234,22154111.90930656,-2365.195395763407,-1483.060203241234,57.89672520211112,1.3162359209677843e-05,24576590.446,G,2021-05-06 09:50:00,,
1292,G12,10476996.836481864,16361212.522535669,17923160.660272732,-386.7953209103434,2290.128350426044,-1824.4164938583056,-3.734076653927648e-05,21375743.739,G,2021-05-06 09:50:00,,
1293,G24,20861269.501188543,15882143.384975689,-5654048.294418095,-748.4456480858943,-46.25194070094213,-2984.2006767215657,6.004316492180972e-05,24096421.859,G,2021-05-06 09:50:00,,
1294,G25,14967734.23856819,2524743.847355924,21543143.657088045,-108.21223388570638,2795.240896188755,-222.8511613258882,0.0001320161454714,20168309.858,G,2021-05-06 09:50:00,,
1295,G29,24233671.02078016,-3056210.6506901206,10439651.08228706,-1143.459020079454,699.5249017806196,2841.236875117918,-0.000342304670994,21054446.325,G,2021-05-06 09:50:00,,
1296,G31,5317017.602875594,-14599496.655854464,21413408.963530704,2322.564277880619,1465.5001556842954,466.2211573906159,-0.0001157038923338,23266801.665,G,2021-05-06 09:50:00,,
1297,G32,19954884.663121466,-16094315.033576723,6703768.473418366,879.11820809035,-141.47905716286678,-3023.0650964013544,2.163301905966415e-05,23096597.385,G,2021-05-06 09:50:00,,
1298,G02,4515430.952068817,17738744.493200477,19883167.4662442,-2181.1489334902853,-972.697801935787,1415.0457198344654,-0.0006018793051225,23072579.849,G,2021-05-06 09:55:00,,
1299,G06,-8191841.542244812,12263736.584569786,22150390.07751969,-2391.907042555861,-1438.253944163278,-82.7011952793175,1.3163416497268654e-05,24731439.478,G,2021-05-06 09:55:00,,
1300,G12,10368210.921085196,17038548.492829733,17358612.43374369,-338.8234881807166,2224.561130423744,-1938.6117522882123,-3.734230131158573e-05,21488654.059,G,2021-05-06 09:55:00,,
1301,G24,20622002.068416223,15862436.986959431,-6543775.730456946,-846.7515597084471,-84.38160345892277,-2946.40061095783,6.0050736465201976e-05,24304997.031,G,2021-05-06 09:55:00,,
1302,G25,14942522.804961782,3361844.895940108,21455207.615362283,-59.90861434855019,2784.394790807688,-363.2736322111828,0.0001320182941526,20159635.221,G,2021-05-06 09:55:00,,
1303,G29,23878055.722875454,-2836522.120949778,11281758.050952116,-1226.5506546616266,765.4967272842891,2771.9112046423147,-0.000342306649145,20949226.183,G,2021-05-06 09:55:00,,
1304,G31,6019291.177756759,-14164637.615015902,21532501.016890302,2358.460938851835,1432.9274593005905,327.6259151082668,-0.0001157045403488,23097083.403,G,2021-05-06 09:55:00,,
1305,G32,20203251.29657064,-16130626.277842484,5790675.931269706,776.750797852184,-99.81023081153016,-3063.243732607513,2.1632882635458884e-05,23209754.433,G,2021-05-06 09:55:00,,
1306,G02,3851866.8126617502,17449584.5522865,20289495.03152753,-2241.979073894709,-954.3547727360868,1293.4191190985807,-0.0006018803051119,23157794.451,G,2021-05-06 10:00:00,,
1307,G06,-8912743.28586184,11839374.463441657,22104509.1705992,-2413.189869727676,-1390.3363108896006,-223.119618125299,1.316424459219e-05,24893171.072,G,2021-05-06 10:00:00,,
1308,G12,10273460.333029397,17695429.452164385,16760380.494522378,-293.2765470257573,2153.799066311836,-2048.939979580472,-3.734378879016316e-05,21605825.051,G,2021-05-06 10:00:00,,
1309,G18,22403598.45050188,2024638.938365492,-14181598.638609111,1442.0072074210282,1086.42074229444,2428.4205859108088,0.0003509619273245,25501362.477,G,2021-05-06 10:00:00,,
1310,G24,20353185.830553275,15831963.03748402,-7421343.833608158,-945.3826821901598,-118.0263675144834,-2903.15068020535,6.005866453052e-05,24515195.136,G,2021-05-06 10:00:00,,
1311,G25,14931745.330083745,4194760.026172635,21325262.75171869,-12.042365021625622,2767.344430074889,-502.86357083576365,0.0001320200972259,20157172.306,G,2021-05-06 10:00:00,,
1312,G29,23498207.29008492,-2596668.7807121966,12102265.203543892,-1304.9755071713114,833.9074293614439,2697.2621346537426,-0.0003423086491238,20852304.02,G,2021-05-06 10:00:00,,
1313,G31,6731604.948170043,-13740106.44515436,21609938.175366145,2389.466062478111,1396.692583490256,188.56728696338385,-0.0001157051883638,22932454.818,G,2021-05-06 10:00:00,,
1314,G32,20421008.14618908,-16153734.21836625,4866410.616535874,675.1089990822146,-53.47450321300792,-3097.533515632854,2.163229510188e-05,23330045.736,G,2021-05-06 10:00:00,,
1315,G02,3170634.8457315154,17166529.38758351,20658998.72153004,-2298.895227148784,-932.0348255154904,1169.5897977343052,-0.0006018812941874,23251710.567,G,2021-05-06 10:05:00,,
1316,G06,-9639196.119503504,11429815.248539137,22016562.810939703,-2428.885674155572,-1339.618196415537,-363.09322174678846,1.3165301879780812e-05,25061288.782,G,2021-05-06 10:05:00,,
1317,G12,10191973.755025594,18330330.804437008,16129656.237474237,-250.4428209769655,2078.0684425128284,-2155.1920627201166,-3.73453235624724e-05,21727171.28,G,2021-05-06 10:05:00,,
1318,G18,22827062.28021766,2339710.647061455,-13439776.988840897,1380.2241483115172,1014.257878995288,2516.269733353604,0.0003509617226881,25289043.804,G,2021-05-06 10:05:00,,
1319,G24,20054772.32588657,15792074.588845065,-8285129.575674648,-1044.0136127385242,-147.13826160412992,-2854.5340510057754,6.006623607391226e-05,24726638.741,G,2021-05-06 10:05:00,,
1320,G25,14935219.94015813,5021637.065206019,21153600.47803597,35.04948723552362,2744.15197264722,-641.3436583459859,0.0001320222459071,20160977.872,G,2021-05-06 10:05:00,,
1321,G29,23095558.544142824,-2335964.640833945,12899596.844847368,-1378.5192487682568,904.449012855898,2617.430624677488,-0.0003423106272748,20763767.46,G,2021-05-06 10:05:00,,
1322,G31,7452462.861957612,-13326960.704932716,21645622.280311685,2415.392321783036,1357.0717326203578,49.31753898201272,-0.0001157058363787,22773373.043,G,2021-05-06 10:05:00,,
1323,G32,20608424.584771644,-16162254.795385525,3932751.596388816,574.5419558257511,-2.5796923274052546,-3125.860725963926,2.163215867767473e-05,23456934.98,G,2021-05-06 10:05:00,,
1324,G02,2472944.4374971427,16890739.298645936,20991050.38919389,-2351.664255304788,-905.9589421052874,1043.7753343567092,-0.0006018822832629,23354022.056,G,2021-05-06 10:10:00,,
1325,G06,-10369502.144604117,11035851.48542522,21886724.17945832,-2438.856762664295,-1286.4209816307557,-502.3574550182837,1.3166359167371624e-05,25235291.501,G,2021-05-06 10:10:00,,
1326,G12,10122895.848164478,18941798.182539087,15467692.936038485,-210.59649795263252,1997.615071529528,-2257.167665799332,-3.7346858334781646e-05,21852609.121,G,2021-05-06 10:10:00,,
1327,G18,23231223.77504912,2633330.3450537603,-12672317.390183585,1313.3501586610382,943.4615209058336,2599.3132685747387,0.0003509615180518,25074999.47,G,2021-05-06 10:10:00,,
1328,G24,19726810.209419984,15744136.14561624,-9133536.92082684,-1142.3190698705475,-171.6901934277909,-2800.6442776406907,6.007380761730452e-05,24938951.271,G,2021-05-06 10:10:00,,
1329,G25,14952664.301554345,5840645.584752545,20940594.96478284,81.03433136577787,2714.9040574781,-778.4397948007983,0.0001320243945883,20171107.506,G,2021-05-06 10:10:00,,
1330,G29,22671603.216104902,-2053818.2358568653,13672220.351525951,-1446.988950781823,976.8016115757912,2532.56717285441,-0.0003423126054258,20683681.757,G,2021-05-06 10:10:00,,
1331,G31,8180315.657501844,-12926173.145972429,21639536.72176933,2436.072434857877,1314.353857020894,-89.85202941305661,-0.0001157064843937,22620296.472,G,2021-05-06 10:10:00,,
1332,G32,20765875.21630544,-16154839.079423292,2991496.6239699684,475.393621399213,52.74394222170666,-3148.163900974462,2.163202225346947e-05,23589872.455,G,2021-05-06 10:10:00,,
1333,G02,1760072.9688713318,16623306.15329627,21285087.317312684,-2400.06703253927,-876.3621963855354,916.1948816409916,-0.0006018832723384,23464397.432,G,2021-05-06 10:15:00,,
1334,G06,-11101926.12168038,10658177.564476414,21715245.584762447,-2442.988055691137,-1231.074967231606,-640.6492845194557,1.3167416454962434e-05,25414667.513,G,2021-05-06 10:15:00,,
1335,G12,10065291.2057147,19528453.900780696,14775802.410810145,-173.99612285963912,1912.702799614904,-2354.6758631079515,-3.734839310709089e-05,21982058.321,G,2021-05-06 10:15:00,,
1336,G18,23614579.38280049,2905956.296559533,-11880685.345378468,1241.5469355581797,874.3521988077576,2677.3939402627584,0.0003509613134155,24859687.378,G,2021-05-06 10:15:00,,
1337,G24,19369446.038484525,15689517.188157644,-9964998.97678336,-1239.9730158029415,-191.67565859633848,-2741.5831330802366,6.008137916069678e-05,25151756.859,G,2021-05-06 10:15:00,,
1338,G25,14983697.154347256,6649984.909479899,20686702.02998244,125.58558020889718,2679.711013758664,-913.8817917488726,0.0001320265432695,20187612.591,G,2021-05-06 10:15:00,,
1339,G29,22227889.830569614,-1749735.6008337503,14418649.968416393,-1510.2128203160798,1050.6346322410486,2442.83223621826,-0.0003423145835768,20612080.551,G,2021-05-06 10:15:00,,
1340,G31,8913566.981317855,-12538628.094309798,21591746.06590582,2451.3598429777235,1268.83927749845,-228.67163376794232,-0.0001157071324087,22473682.554,G,2021-05-06 10:15:00,,
1341,G32,20893836.24791865,-16130180.651466671,2044460.6821233088,377.9998844024029,112.34466250447652,-3164.393212680576,2.1631885829264203e-05,23728292.089,G,2021-05-06 10:15:00,,
1342,G02,1033361.2730623242,16365249.259093177,21540612.80647097,-2443.8997954668603,-843.4930809410125,787.0693622826394,-0.0006018842614139,23582485.176,G,2021-05-06 10:20:00,,
1343,G06,-11834701.688319435,10297387.626710184,21502457.966842063,-2441.1872244440924,-1173.9179366728313,-777.7076133396731,1.3168473742553245e-05,25598908.332,G,2021-05-06 10:20:00,,
1344,G12,10018149.337328758,20089001.99813536,14055352.317734191,-140.88352654733097,1823.6124091730144,-2447.535397260732,-3.734992787940013e-05,22115436.167,G,2021-05-06 10:20:00,,
1345,G18,23975677.19289754,3158141.458672881,-11066392.130078357,1164.9969461705782,807.2404421191814,2750.363893791857,0.0003509611087792,24643578.9,G,2021-05-06 10:20:00,,
1346,G24,18982924.06051417,15629586.055667236,-10777980.663736904,-1336.6504320877975,-207.1087544363219,-2677.4608963603027,6.008895070408904e-05,25364679.184,G,2021-05-06 10:20:00,,
1347,G25,15027840.353965772,7447890.957449704,20392457.893191896,168.38417191672312,2638.70636585742,-1047.4039213386557,0.0001320286919508,20210541.893,G,2021-05-06 10:20:00,,
1348,G29,21766015.15379804,-1423323.3729808033,15137449.509497188,-1568.041147604341,1125.6082286433566,2348.3957681873017,-0.0003423165617277,20548974.967,G,2021-05-06 10:20:00,,
1349,G31,9650579.6948591,-12165118.250623437,21502395.519966383,2461.129293610996,1220.8382701546143,-366.873539258794,-0.0001157077804237,22333980.194,G,2021-05-06 10:20:00,,
1350,G32,20992883.31432779,-16087021.778631752,1093471.906547296,282.6874685567607,176.04973838517395,-3174.510826638241,2.1631749405058937e-05,23871615.771,G,2021-05-06 10:20:00,,
1351,G02,294208.916202114,16117511.491446808,21757196.66744501,-2482.974871207317,-807.6124757864244,656.6212126315581,-0.0006018852504894,23707915.2,G,2021-05-06 10:25:00,,
1352,G05,5018079.952233897,25949269.9106902,-1439979.9788409784,-283.6970374503401,211.2434648191483,3169.361265991735,-4.113376326130987e-05,25574216.279,G,2021-05-06 10:25:00,,
1353,G12,9980389.842601532,20622233.13358094,13307763.201645115,-111.4827775841204,1730.6403712228696,-2535.574981108266,-3.735146265170937e-05,22252662.696,G,2021-05-06 10:25:00,,
1354,G18,24313123.06115502,3390530.2801652243,-10230991.93258094,1083.902704945805,742.4254481126884,2818.084943397172,0.0003509609041429,24427158.1,G,2021-05-06 10:25:00,,
1355,G24,18567585.717619296,15565703.78293646,-11570981.23780859,-1432.0285823619645,-218.0240517428165,-2608.3961623991504,6.00965222474813e-05,25577347.284,G,2021-05-06 10:25:00,,
1356,G25,15084521.350280823,8232643.101443593,20058477.75376804,209.1200387785604,2592.046168386726,-1178.7454700468145,0.000132030840632,20239942.309,G,2021-05-06 10:25:00,,
1357,G29,21287617.475965288,-1074291.3480581772,15827235.160398398,-1620.3469087508934,1201.374771610238,2249.4369060053587,-0.0003423185398787,20494349.564,G,2021-05-06 10:25:00,,
1358,G31,10389682.341763897,-11806341.920111842,21371710.239016,2465.277326805596,1170.669618383739,-504.1925806220143,-0.0001157084284386,22201634.446,G,2021-05-06 10:25:00,,
1359,G32,21063688.5159128,-16024159.611508287,140367.96809556623,189.7725231166229,243.6661322206928,-3178.4910284873035,2.163161298085367e-05,24019262.674,G,2021-05-06 10:25:00,,
1360,G02,-455930.7317852974,15880955.73673692,21934475.63756623,-2517.121347462656,-768.9925801778724,525.0741320408653,-0.0006018862395649,23840298.006,G,2021-05-06 10:30:00,,
1361,G05,4930475.628777004,25995629.88488837,-488084.9998330489,-301.0909414125611,97.89446370068076,3175.582278201612,-4.113410432182304e-05,25424184.331,G,2021-05-06 10:30:00,,
1362,G12,9950867.886253482,21127029.09774225,12534505.46329834,-85.99922028724993,1634.09753601506,-2618.63357252704,-3.735299742401861e-05,22393654.284,G,2021-05-06 10:30:00,,
1363,G18,24625586.504879657,3603855.108367668,-9376078.91454062,998.4859658492958,680.1938008310167,2880.428826734077,0.0003509606995066,24210913.159,G,2021-05-06 10:30:00,,
1364,G24,18123868.77383356,15499217.987337962,-12342536.75648434,-1525.7882643855914,-224.4763882958468,-2534.515645425592,6.010409379087356e-05,25789393.163,G,2021-05-06 10:30:00,,
1365,G25,15153076.099985804,9002570.815947216,19685454.206049595,247.4935259189736,2539.9082429202285,-1307.651271962504,0.0001320329893132,20275849.804,G,2021-05-06 10:30:00,,
1366,G29,20794369.727112297,-702454.590100158,16486678.184300931,-1667.0262712285544,1277.5803556455935,2146.143639321941,-0.0003423205180297,20448160.967,G,2021-05-06 10:30:00,,
1367,G31,11129175.746388502,-11462900.680832963,21199994.47902673,2463.7226639108667,1118.659138943046,-640.366666440575,-0.0001157090764536,22077079.437,G,2021-05-06 10:30:00,,
1368,G32,21107017.04038631,-15940452.161907433,-813007.5789173092,99.55925752123925,314.9812776633228,-3176.32032393044,2.1631476556648405e-05,24170641.945,G,2021-05-06 10:30:00,,
1369,G02,-1215555.6184599767,15656361.66100916,22072153.72266873,-2546.185683182428,-727.9158108326907,392.65283730427205,-0.0006018872286404,23979233.176,G,2021-05-06 10:35:00,,
1370,G05,4836972.510220135,26008067.79478176,464754.7801380584,-323.01286019631374,-14.842569940412629,3175.657620645024,-4.11344453823362e-05,25275773.725,G,2021-05-06 10:35:00,,
1371,G12,9928379.948511671,21602366.923254583,11737096.248041706,-64.61860260125488,1534.3077683253389,-2696.5606220284003,-3.7354532196327855e-05,22538330.01,G,2021-05-06 10:35:00,,
1372,G18,24911806.34332025,3798932.219859836,-8503284.198009897,908.9868330367136,620.8182450843706,2937.277441384096,0.0003509604948703,23995345.345,G,2021-05-06 10:35:00,,
1373,G24,17652306.068894006,15431456.82937006,-13091222.484142596,-1617.6150470733432,-226.5405851527461,-2455.953976182925,6.011166533426582e-05,26000458.168,G,2021-05-06 10:35:00,,
1374,G25,15232752.39626702,9756060.080964709,19274155.497771904,283.2167535036933,2482.4913209443484,-1433.8722204317664,0.0001320351379945,20318300.784,G,2021-05-06 10:35:00,,
1375,G26,5143453.691737241,-22331179.609103784,13132743.118541636,626.5936203956002,1598.7632967898069,2488.806648042473,8.169075408659278e-05,24976996.592,G,2021-05-06 10:35:00,,
1376,G29,20287972.45633286,-307735.0844579488,17114507.525651112,-1707.9989997913144,1353.8663357750129,2038.7124604781668,-0.0003423224961807,20410347.578,G,2021-05-06 10:35:00,,
1377,G31,11867339.714229606,-11135297.497251928,20987630.60112736,2456.406498061173,1065.1381889707463,-775.1372669855488,-0.0001157097244686,21960735.072,G,2021-05-06 10:35:00,,
1378,G32,21123723.382309686,-15834824.03324017,-1764808.9743404414,12.338626783209335,389.7639494142294,-3167.9975115270704,2.163134013244314e-05,24325162.013,G,2021-05-06 10:35:00,,
1379,G02,-1983120.304267921,15444422.813828455,22170002.46604896,-2570.032258527272,-684.6736698841831,259.5828215208222,-0.0006018882177158,24124307.682,G,2021-05-06 10:40:00,,
1380,G05,4736221.854209256,25986822.024855167,1416694.1892571948,-349.3946147104635,-126.60292754574157,3169.5795422995825,-4.113478644284936e-05,25129569.629,G,2021-05-06 10:40:00,,
1381,G12,9911669.823254587,22047322.57825125,10917096.26427697,-47.50629693821185,1431.6065341126446,-2769.216293232168,-3.73560669686371e-05,22686603.214,G,2021-05-06 10:40:00,,
1382,G18,25170596.059547808,3976657.492266017,-7614272.784288655,815.6627936980063,564.556520682999,2988.5230628975632,0.000350960290234,23780955.756,G,2021-05-06 10:40:00,,
1383,G20,14349062.889880748,20346466.15558091,-9620003.997135684,109.8984370797647,1245.8528790088128,2776.298651191542,0.0005224652195465,25522432.633,G,2021-05-06 10:40:00,,
1384,G25,15322713.597909352,10491559.515273446,18825423.638368703,316.01491647492435,2420.0140980350225,-1557.1657570001232,0.0001320372866757,20367321.029,G,2021-05-06 10:40:00,,
1385,G26,5338278.561149739,-21839487.838638544,13866359.17479202,672.6626475982225,1678.4377837551478,2401.177790300824,8.169225475285071e-05,24798237.852,G,2021-05-06 10:40:00,,
1386,G29,19770146.704368964,109837.07391507924,17709512.306292515,-1743.2087608906572,1429.8708879740257,1927.347997108146,-0.0003423244743316,20380819.746,G,2021-05-06 10:40:00,,
1387,G31,12602439.80473558,-10823935.28368711,20735077.93205477,2443.292686301736,1010.4421607773552,-908.2498849219264,-0.0001157103724836,21853002.964,G,2021-05-06 10:40:00,,
1388,G32,21114747.17662505,-15706271.876774944,-2713191.947503731,-71.61292608979655,467.76522030775993,-3153.5337277666645,2.163120370823788e-05,24482232.442,G,2021-05-06 10:40:00,,
1389,G02,-2757041.413678928,15245744.075869665,22227861.14566294,-2588.543862967472,-639.5655859010242,126.0901166964209,-0.0006018892067913,24275101.928,G,2021-05-06 10:45:00,,
1390,G05,4626898.747078814,25932239.76654289,2365887.583160143,-380.1455751362728,-237.0261971066909,3157.352654139112,-4.113512750336253e-05,24986167.461,G,2021-05-06 10:45:00,,
1391,G12,9899434.835626356,22461074.22940343,10076106.539832436,-34.80661660589418,1326.3394453545022,-2836.471656351533,-3.735760174094634e-05,22838389.186,G,2021-05-06 10:45:00,,
1392,G18,25400848.861018267,4138001.735973279,-6710740.4101782665,718.7876771348758,511.6502618077734,3034.0685439917675,0.0003509600855977,23568258.271,G,2021-05-06 10:45:00,,
1393,G20,14379880.243314728,20705122.28467214,-8778301.951466724,94.79489752994073,1145.0229456835484,2834.163618083325,0.0005224651172284,25365519.64,G,2021-05-06 10:45:00,,
1394,G25,15422042.738251276,11207586.213280486,18340172.36411405,345.62751624836466,2352.7142046211634,-1677.2963367260224,0.0001320394353569,20422933.315,G,2021-05-06 10:45:00,,
1395,G26,5547292.30587492,-21324574.63886178,14572985.183246631,721.1414957275023,1753.5359035129063,2308.9031465336816,8.169375541910863e-05,24619481.438,G,2021-05-06 10:45:00,,
1396,G29,19242626.80029529,550122.9630023595,18270544.208806448,-1772.6233241237296,1505.230586435609,1812.2626277074417,-0.0003423264524826,20359469.141,G,2021-05-06 10:45:00,,
1397,G31,13332734.147036754,-10529115.920308674,20442871.48603848,2424.367843678587,954.9089711532788,-1039.4545082949387,-0.0001157110204985,21754268.054,G,2021-05-06 10:45:00,,
1398,G32,21081108.66423079,-15553869.548172768,-3656317.421841816,-152.0346645777061,548.7195016545794,-3132.9524639750643,2.1631067284032607e-05,24641267.477,G,2021-05-06 10:45:00,,
1399,G02,-3535703.223343265,15060839.457825763,22245636.900575534,-2601.622120474829,-592.897731306226,-7.598940631973629,-0.0006018901958668,24431189.323,G,2021-05-06 10:50:00,,
1400,G05,4507708.789783629,25844775.49689757,3310492.561359505,-415.1530067165952,-345.75780929397433,3138.9939765493514,-4.113546856387569e-05,24846160.949,G,2021-05-06 10:50:00,,
1401,G12,9890332.250110932,22842905.062999114,9215765.124309177,-26.642229961385297,1218.860769960466,-2898.208854931512,-3.735913651325558e-05,22993594.797,G,2021-05-06 10:50:00,,
1402,G18,25601542.41733616,4284005.706014227,-5794410.347346965,618.6505444414254,462.323966150011,3073.827494552624,0.0003509598809614,23357763.378,G,2021-05-06 10:50:00,,
1403,G20,14405485.489127869,21033397.794882994,-7920041.73759837,75.1486692421104,1043.3717777252689,2886.6697947466355,0.0005224650149102,25206752.926,G,2021-05-06 10:50:00,,
1404,G25,15529746.992795018,11902731.261304796,17819384.967315253,371.8095192359007,2280.8470990276764,-1794.0358690724506,0.0001320415840382,20485146.69,G,2021-05-06 10:50:00,,
1405,G26,5771177.074685298,-20787845.18707656,15251255.000281077,771.7561123019229,1823.845779678588,2212.168172981924,8.169525608536656e-05,24440886.2,G,2021-05-06 10:50:00,,
1406,G29,18707153.11334803,1012874.5911163706,18796519.74205416,-1796.2346596892785,1579.5819908408548,1693.676080861005,-0.0003423284306336,20346168.325,G,2021-05-06 10:50:00,,
1407,G31,14056480.269285448,-10251039.72233682,20111620.55350833,2399.6413400401725,898.8775518241948,-1168.5060453167246,-0.0001157116685135,21664890.846,G,2021-05-06 10:50:00,,
1408,G32,21023903.80940335,-15376772.939989794,-4592355.220319581,-228.6826842422102,632.3456623365221,-3106.289554700898,2.163093085982734e-05,24801679.337,G,2021-05-06 10:50:00,,
1409,G02,-4317463.368252682,14890130.25721304,22223304.78745893,-2609.1878508834825,-544.9818195362863,-141.25794148150345,-0.0006018911849423,24592139.41,G,2021-05-06 10:55:00,,
1410,G05,4377394.664661895,25724988.996465728,4248673.693580365,-454.2825182091998,-452.4505620692916,3114.532957890752,-4.113580962438886e-05,24710146.643,G,2021-05-06 10:55:00,,
1411,G12,9882985.839489108,23192205.654626336,8337743.745377436,-23.113673940512555,1109.531913715423,-2954.3212461728485,-3.736067128556482e-05,23152129.884,G,2021-05-06 10:55:00,,
1412,G18,25771743.25509186,4415774.815702265,-4867030.150615284,515.554513448169,416.7840381615499,3107.7244421181454,0.0003509596763251,23149987.089,G,2021-05-06 10:55:00,,
1413,G20,14424514.732215296,21331097.087199703,-7046845.486084874,50.95601983625068,941.2379697534734,2933.722184353593,0.0005224649125921,25046624.736,G,2021-05-06 10:55:00,,
1414,G25,15644762.482806426,12575664.91085845,17264111.99698577,394.332437508599,2204.6848887822925,-1907.164133717398,0.0001320437327194,20553968.07,G,2021-05-06 10:55:00,,
