,time,sv,xs,ys,zs,xs_dot,ys_dot,zs_dot,ts,C1C,constellation,iono_delay
0,2021-05-06 00:00:00,G07,23415546.328755777,7863675.311851798,10749363.101679694,-1300.3287302357862,211.2897415500829,2719.2794933440996,0.0001426122453267746,20970482.891,G,
1,2021-05-06 00:00:00,G09,12742185.111384934,8637622.977376286,21586323.966486543,-1354.9139588881958,2401.6857208251577,-163.11994241872182,-0.00034365342617091537,20706629.937,G,
2,2021-05-06 00:05:00,G07,23011094.285212252,7930458.596548014,11555035.470738772,-1395.531288289627,234.580327650728,2651.0542048034963,0.00014261548540164966,20899866.819,G,
3,2021-05-06 00:05:00,G09,12342393.731446913,9360505.238067191,21516631.720305376,-1309.932496265043,2416.6201279388097,-301.4216309861773,-0.000343654142397993,20774305.578,G,
4,2021-05-06 00:10:00,G07,22578533.82776887,8004804.006773378,12339512.729288513,-1487.6715067293048,261.6753144983938,2578.0002123556396,0.00014261872547652473,20838275.512,G,
5,2021-05-06 00:10:00,G09,11956467.983996268,10087043.130405864,21405528.393850707,-1262.5276294197488,2426.0360165241023,-439.14929576619704,-0.00034365485862507066,20847056.591,G,
6,2021-05-06 00:15:00,G07,22118825.057254825,8087826.262561783,13101365.946576128,-1576.47537813782,292.39451720435324,2500.249946322693,0.0001426219655513998,20785799.521,G,
7,2021-05-06 00:15:00,G09,11585088.363689084,10815563.661526732,21253226.196264703,-1213.0109161605203,2429.8207769981063,-576.0364798110404,-0.0003436555748521483,20924716.872,G,
8,2021-05-06 00:20:00,G07,21633008.440151,8180583.502037637,13839207.015708584,-1661.6813026192717,326.5410392986871,2417.943102000789,0.00014262520562627486,20742502.008,G,
9,2021-05-06 00:20:00,G09,11228840.72641979,11544363.35592218,21060017.046505652,-1161.7014861832429,2427.8838815256313,-711.8183294812688,-0.00034365629107922595,21007127.122,G,
10,2021-05-06 00:25:00,G07,21122200.94139574,8284072.389112296,14551690.802925313,-1743.0410459878278,363.90209023074874,2331.226437804797,0.00014262844570114993,20708408.254,G,
11,2021-05-06 00:25:00,G09,10888214.23311047,12271714.94733078,20826272.01315183,-1108.924600449587,2420.1573170055376,-846.2321218831436,-0.0003436570073063036,21094137.782,G,
12,2021-05-06 00:30:00,G07,20587591.87713238,8399223.475012843,15237517.23595817,-1820.3206481678105,404.24985960147893,2240.2535710244524,0.000142631685776025,20683511.986,G,
13,2021-05-06 00:30:00,G09,10563599.729791787,12995874.185931582,20552440.596559506,-1055.0101842730508,2406.595920493348,-979.0177882130068,-0.00034365772353338125,21185592.599,G,
14,2021-05-06 00:35:00,G07,20030438.502746955,8526896.83022332,15895433.330747483,-1893.30127908407,447.3424451823026,2145.1847710891025,0.00014263492585090006,20667776.651,G,
15,2021-05-06 00:35:00,G09,10255288.570887605,13715086.731331974,20239049.85477414,-1000.2913406406839,2387.1776155197026,-1109.9184318698672,-0.0003436584397604589,21281353.858,G,
16,2021-05-06 00:40:00,G07,19452061.352339778,8667877.962519296,16524235.155745057,-1961.780039461858,492.92483166621025,2046.1867501843185,0.00014263816592577513,20661134.552,G,
17,2021-05-06 00:40:00,G09,9963471.89064101,14427595.101443347,19886703.374933768,-945.1028503897295,2361.9035482090994,-1238.6808402066154,-0.00034365915598753654,21381286.194,G,
18,2021-05-06 00:45:00,G07,18853839.34652719,8822874.035843821,17122769.732979476,-2025.5707040959337,540.7299169913807,1943.4324510126494,0.0001426414060006502,20663487.177,G,
19,2021-05-06 00:45:00,G09,9688240.32562469,15131645.647075918,19496080.092241198,-889.7796659191833,2330.798122553824,-1365.0559888020582,-0.0003436598722146142,21485260.257,G,
20,2021-05-06 00:50:00,G07,18237204.686181504,8992510.40381002,17689936.87498998,-2084.5044052901717,590.4795829757073,1837.1008314427743,0.00014264464607552526,20674708.189,G,
21,2021-05-06 00:50:00,G09,9429584.18926906,15825495.521959376,19067932.958914574,-834.6554051463453,2293.9089346521155,-1488.799537150914,-0.00034366058844169183,21593153.689,G,
22,2021-05-06 00:55:00,G07,17603637.550384596,9177327.470621709,18224690.956651244,-2138.4302543116787,641.8858069014243,1727.3766457466643,0.00014264788615040032,20694642.475,G,
23,2021-05-06 00:55:00,G09,9187394.097327648,16507419.617907114,18603087.465854045,-780.0608524174677,2251.30660617482,-1609.6723146867087,-0.0003436613046687695,21704850.385,G,
24,2021-05-06 01:00:00,G07,16954660.617496554,9377777.891180908,18726042.62081533,-2187.2158988477963,694.6518105923304,1614.4502220832517,0.0001426511262252754,20723110.262,G,
25,2021-05-06 01:00:00,G09,8961462.041191064,17175717.434988778,18102440.02008504,-726.322473049651,2203.0845177794968,-1727.4407960732096,-0.0003436620208958471,21820239.104,G,
26,2021-05-06 01:05:00,G07,16291833.428821772,9594224.121099569,19193060.41658873,-2230.7480146007147,748.4732434314401,1498.5172358496661,0.00014265436630015046,20759908.996,G,
27,2021-05-06 01:05:00,G09,8751482.903965455,17828719.856860176,17566956.181354117,-673.760948118247,2149.3584436423125,-1841.8775647237999,-0.00034366273712292477,21939217.516,G,
28,2021-05-06 01:10:00,G07,15616746.614892162,9826936.32625334,19624872.36894392,-2268.932729303402,803.0393956741359,1379.7784784877283,0.00014265760637502552,20804814.401,G,
29,2021-05-06 01:10:00,G09,8557056.412262194,18464795.801816512,16997668.761562046,-622.6897360103278,2090.266088724703,-1952.761763534758,-0.0003436634533500024,22061686.225,G,
30,2021-05-06 01:15:00,G07,14931016.004880346,10076090.660407417,20020667.478236083,-2301.6959775922687,858.0344383207084,1258.4396213042799,0.0001426608464499006,20857581.645,G,
31,2021-05-06 01:15:00,G09,8377689.5147044845,19082358.720687773,16395675.791018195,-573.4136671411806,2025.9665308306376,-2059.879531848078,-0.00034366416957708006,22187553.069,G,
32,2021-05-06 01:20:00,G07,14236276.64010023,10341767.91831126,20379697.14806021,-2328.9837853276726,913.138685722744,1134.7109738390755,0.00014266408652477565,20917950.174,G,
33,2021-05-06 01:20:00,G09,8212799.1762623945,19679872.913375277,15762138.355791012,-526.2275780770091,1956.6395699401774,-2163.0244276918293,-0.0003436648858041577,22316727.964,G,
34,2021-05-06 01:25:00,G07,13534176.712952642,10623952.570497092,20701276.539739963,-2350.7624821127492,968.0298770098395,1008.8072362940688,0.00014266732659965072,20985644.449,G,
35,2021-05-06 01:25:00,G09,8061715.575679969,20255859.63663735,15098278.310709981,-481.4149911246907,1882.4849877230997,-2261.997834381401,-0.00034366560203123535,22449128.619,G,
36,2021-05-06 01:30:00,G07,12826371.453023436,10922532.184830414,20984785.851592094,-2367.018840925444,1022.3844723370092,880.9472455228001,0.00014267056667452579,21060375.814,G,
37,2021-05-06 01:30:00,G09,7923685.691471216,20808902.97666505,14405375.872843176,-439.24684523876897,1803.7217205409206,-2356.609350603035,-0.000343666318258313,22584672.829,G,
38,2021-05-06 01:35:00,G07,12114516.982341189,11237297.238648804,21229671.52095797,-2377.760143948263,1075.8789598689782,751.3537140686193,0.00014267380674940083,21141845.006,G,
39,2021-05-06 01:35:00,G09,7797877.260241472,21337655.46103891,13684767.100532873,-399.9802838582483,1720.5869496347473,-2446.6771631417396,-0.00034366703448539065,22723284.195,G,
40,2021-05-06 01:40:00,G07,11400264.162051562,11567941.32408634,21435447.346839245,-2383.0141738555844,1128.1911693356014,620.2529617362195,0.0001426770468242759,21229745.88,G,
41,2021-05-06 01:40:00,G09,7683383.089446732,21840843.38582406,12937841.263315925,-363.85750502199863,1633.335112567945,-2532.0284014591466,-0.0003436677507124683,22864887.962,G,
42,2021-05-06 01:45:00,G07,10685252.452958722,11914061.747921005,21601695.53082078,-2382.8291300005085,1179.0015879135824,487.874639181984,0.00014268028689915096,21323765.616,G,
43,2021-05-06 01:45:00,G09,7579225.705139425,22317271.834835127,12166038.108287292,-331.1046788235915,1542.236840344868,-2612.499473372556,-0.00034366846693954594,23009410.706,G,
44,2021-05-06 01:50:00,G07,9971103.812524201,12275160.52599628,21728067.633809917,-2377.273469132117,1227.9946741137437,354.4514430159283,0.00014268352697402602,21423587.44,G,
45,2021-05-06 01:50:00,G09,7484362.3137797415,22765829.36947775,11370845.028683325,-301.93093695470964,1447.577824958375,-2687.936381134597,-0.0003436691831666236,23156781.091,G,
46,2021-05-06 01:55:00,G07,9259416.650995146,12650645.770961601,21814285.4459711,-2366.4356704705206,1274.8601652812706,220.21882192136783,0.0001426867670489011,21528891.731,G,
47,2021-05-06 01:55:00,G09,7397690.055813887,23185492.369048122,10553794.14066249,-276.5274387533365,1349.6576224273108,-2758.195017263318,-0.00034366989939370123,23306926.5,G,
48,2021-05-06 22:00:00,G01,22268611.77620275,14643874.587123558,-2562265.566305878,-338.04018736897814,7.921164109728373,-3182.5318508987534,0.0006964995627640302,23078236.882,G,
49,2021-05-06 22:00:00,G02,-3575246.377018939,-17332842.769275397,20445362.62496387,2265.7245404126343,945.7838658901321,1243.0588917297296,-0.0006020254186296791,26014290.081,G,
50,2021-05-06 22:00:00,G03,12574019.764326142,14950980.956087762,17963191.42099394,-106.66732030626315,2293.248779881807,-1814.6847919793543,-0.0001568560983286749,21145709.906,G,
51,2021-05-06 22:00:00,G04,17163957.753192954,6005646.400729123,19388389.666441843,-2089.931838582554,1300.4249018553319,1442.3031467488545,-0.00019518644694476575,20334791.692,G,
52,2021-05-06 22:00:00,G06,9201934.596049229,-11674252.900418751,22074468.57453216,2420.4056364523444,1369.92888096438,-279.39533839469345,1.3318571291164103e-05,22364144.315,G,
53,2021-05-06 22:00:00,G07,24082591.452780344,5407443.602549464,-10093894.97517827,1025.2240817017735,862.9317483401378,2762.5224973078703,0.00014347268734126538,24502008.185,G,
54,2021-05-06 22:00:00,G09,23164939.706153084,-4116320.9039838426,12292015.251390705,-1200.9029447120056,1043.2287099811433,2597.6739471960873,-0.0003438477360759462,20946305.77,G,
55,2021-05-06 22:00:00,G17,22394119.103087272,-14011607.440063337,3177775.010404933,406.6832908876793,23.751845584161345,-3189.0766720677375,0.00043819804704976783,23159100.05,G,
56,2021-05-06 22:00:00,G19,17998988.003238954,-16139618.389043892,10582572.201701108,1346.4087458530626,-394.72007602089104,-2826.9515148013684,-3.396635293029721e-06,22659634.707,G,
57,2021-05-06 22:00:00,G21,19197805.813747562,15938847.32723606,-9051958.484297868,-1225.1586032839487,-297.46551998188204,-2848.1906304212957,0.00011629055370574126,24678979.514,G,
58,2021-05-06 22:00:00,G22,10356972.80423731,22295198.41678098,10484019.590927208,-148.90835204303727,1327.7191025503867,-2707.988656335314,-0.0006206905418366483,23076150.523,G,
59,2021-05-06 22:00:00,G31,-7016896.015797011,13574220.61437116,21629344.018578157,-2400.7413762227543,-1380.784612398635,132.79227777852392,-0.00011579710189830352,24444269.463,G,
60,2021-05-06 22:05:00,G01,22151687.388276044,14638518.578648502,-3514333.9220239595,-441.71470129523124,-42.85381085329486,-3163.6050208500233,0.0006964963567952065,23283439.957,G,
61,2021-05-06 22:05:00,G02,-2887138.174157776,-17052595.835311737,20799630.12707502,2320.975598640889,921.8994065805671,1118.3902570321754,-0.0006020264077051672,25830950.083,G,
62,2021-05-06 22:05:00,G03,12547873.081009546,15628639.8264072,17401726.20033786,-68.12467922303256,2223.6608323301425,-1927.8099246166264,-0.00015685923608539602,21235953.397,G,
63,2021-05-06 22:05:00,G04,16533517.026510213,6405149.418132689,19802428.293031976,-2112.052424234418,1362.7714186951769,1317.512553818767,-0.00019518692442948419,20370851.447,G,
64,2021-05-06 22:05:00,G06,9930209.9602165,-11270975.047459276,21969674.576058924,2433.811123713884,1318.171659423323,-419.1174063350009,1.3319628578754914e-05,22215244.014,G,
65,2021-05-06 22:05:00,G07,24378594.301919963,5655884.775647923,-9255856.603862002,947.4382073546572,793.7258447241103,2823.5010788918594,0.00014347596152219176,24308066.903,G,
66,2021-05-06 22:05:00,G09,22795090.049617916,-3792444.1702762926,13059279.929648476,-1263.939190746391,1116.151108096733,2516.603184487398,-0.0003438484864090752,20853920.448,G,
67,2021-05-06 22:05:00,G17,22500380.820571784,-13996924.299798463,2218327.6909648143,301.97564597833974,74.9134832770433,-3206.2273549623887,0.0004381998887765389,23293842.176,G,
68,2021-05-06 22:05:00,G19,18387016.222674392,-16254725.51537184,9724437.137835268,1240.3133633907007,-371.8086078386394,-2893.0086941769314,-3.3951346267717956e-06,22754902.213,G,
69,2021-05-06 22:05:00,G21,18814508.687357258,15846409.193822753,-9897449.99566996,-1330.0621657527577,-318.00314655807426,-2787.484758161733,0.00011629137225097286,24868970.442,G,
70,2021-05-06 22:05:00,G22,10313554.225021044,22678762.68474277,9662024.185907416,-141.23970879602737,1229.0110312399202,-2771.1267892822398,-0.0006206877792464916,23214932.141,G,
71,2021-05-06 22:05:00,G31,-7740824.698424983,13166042.498600233,21648292.69265194,-2424.5777922486905,-1339.881814798665,-6.458882829020185,-0.00011579774991327853,24607372.75,G,
72,2021-05-06 22:10:00,G01,22003444.65635575,14618633.131690957,-4459839.695727255,-546.7719822555495,-88.92120541840367,-3138.7896938852737,0.0006964931508263827,23491983.007,G,
73,2021-05-06 22:10:00,G02,-2183084.9225022104,-16780069.344692435,21116207.190458734,2371.988107264091,894.3532208003534,991.8257992210476,-0.0006020273967806554,25649008.265,G,
74,2021-05-06 22:10:00,G03,12532843.226141244,16284699.54355541,16806880.12495959,-32.598849322779785,2149.2943700897613,-2037.1887227854131,-0.00015686237384211714,21331119.331,G,
75,2021-05-06 22:10:00,G04,15897297.843490787,6823197.98281853,20178644.045959525,-2128.4583261698103,1424.0053250740366,1190.190596686045,-0.00019518740191420262,20415053.684,G,
76,2021-05-06 22:10:00,G06,10661643.781163847,-10883584.596004583,21823079.655791175,2441.4424687561286,1264.0678040625407,-558.0242787780772,1.3320685866345725e-05,22073317.915,G,
77,2021-05-06 22:10:00,G07,24650651.24151815,5883922.9455684265,-8400338.212808816,865.6215200817387,726.9578342079834,2879.041163034351,0.00014347923570311814,24114718.657,G,
78,2021-05-06 22:10:00,G09,22407076.48293508,-3446525.4927861104,13801492.557642715,-1321.9732363913524,1190.1207205212213,2430.6866937957197,-0.00034384923674220415,20769286.69,G,
79,2021-05-06 22:10:00,G17,22575470.355801113,-13966199.915754512,1254647.975683822,198.92640615918293,130.66871322226206,-3217.2846300952738,0.00043820173050331,23433946.107,G,
80,2021-05-06 22:10:00,G19,18743115.845704082,-16362192.824094322,8847336.997498747,1133.6162131545711,-343.7906518781998,-2953.3661560849746,-3.3936339605138703e-06,22859792.213,G,
81,2021-05-06 22:10:00,G21,18399843.185992822,15748516.837281507,-10723892.803897971,-1434.2189623555994,-333.82753235513036,-2721.2139381484494,0.00011629219079620446,25060424.696,G,
82,2021-05-06 22:10:00,G22,10271809.325646184,23032401.79062447,8821861.791210271,-137.7669389023293,1128.2707545652418,-2829.082483710391,-0.000620685016656335,23356839.732,G,
83,2021-05-06 22:10:00,G26,-4395925.832511168,24267663.51094047,9445743.287475325,-452.32921308896573,-1178.8283011482843,2827.504353726732,8.189875006791813e-05,25443692.406,G,
84,2021-05-06 22:10:00,G31,-8471111.820624704,12770589.271695351,21625487.546574984,-2443.1062024638427,-1296.001915454593,-145.52152427070047,-0.00011579839792825354,24777355.76,G,
85,2021-05-06 22:15:00,G01,21823520.513716646,14585647.91747725,-5397024.387709281,-652.8659376808814,-130.16872143307472,-3108.141189109663,0.000696489944857559,23703460.358,G,
86,2021-05-06 22:15:00,G02,-1464390.5123146223,-16516326.050093222,21394558.009564318,2418.5491132037237,863.3859959756082,863.5854264423763,-0.0006020283858561436,25468848.072,G,
87,2021-05-06 22:15:00,G03,12527986.569699613,16917763.394537292,16179808.300788982,-0.3445036597448734,2070.3979377621927,-2142.6144451286523,-0.00015686551159883825,21431174.629,G,
88,2021-05-06 22:15:00,G04,15257010.363808464,7259407.552373326,20516313.701463953,-2139.181656814407,1483.7887537006256,1060.5792922941814,-0.00019518787939892105,20467130.328,G,
89,2021-05-06 22:15:00,G06,11394487.355443493,-10512735.700423637,21634967.767026044,2443.1937183257446,1207.9508243617906,-695.8536397766753,1.3321743153936536e-05,21938845.751,G,
90,2021-05-06 22:15:00,G07,24897586.98052359,6092330.257840367,-7528984.142276425,780.0030091196513,662.8971373972068,2929.0592367265745,0.00014348250988404452,23922428.97,G,
91,2021-05-06 22:15:00,G09,22002418.78907608,-3078299.9127900135,14517223.660635892,-1374.8811973633424,1264.8083830965616,2340.087656496148,-0.0003438499870753331,20692443.676,G,
92,2021-05-06 22:15:00,G17,22619936.736264076,-13918079.611399714,288570.53382680035,97.87759128845042,190.85781385853602,-3222.206078893604,0.0004382035722300811,23578856.714,G,
93,2021-05-06 22:15:00,G19,19067164.597319458,-16460492.003938004,7952998.366812213,1026.705461670801,-310.69447388749995,-3007.914802455225,-3.392133294255945e-06,22973789.363,G,
94,2021-05-06 22:15:00,G21,17954089.31578056,15646582.646731077,-11529631.229792364,-1537.2557045048704,-344.9529381738836,-2649.4722387789766,0.00011629300934143605,25252983.268,G,
95,2021-05-06 22:15:00,G22,10230465.533319302,23355553.87872214,7965104.178438932,-138.57877837862623,1025.8180918332705,-2881.743657979999,-0.0006206822540661784,23501819.241,G,
96,2021-05-06 22:15:00,G31,-9206143.744421668,12388708.639143143,21561025.540510297,-2456.188575410708,-1249.4494305707933,-284.1266169143926,-0.00011579904594322856,24953704.978,G,
97,2021-05-06 22:20:00,G01,21611656.555064123,14541022.965935837,-6324147.576852521,-759.6451489055291,-166.50631752143244,-3071.724683939366,0.0006964867388887352,23917462.647,G,
98,2021-05-06 22:20:00,G02,-732420.3880231483,-16262354.521881044,21634213.007411383,2460.461330675067,829.2514220769626,733.8907115390269,-0.0006020293749316318,25290863.295,G,
99,2021-05-06 22:20:00,G03,12532285.44931681,17526511.81714447,15521726.671352051,28.399663816319006,1987.237146096912,-2243.8883100824028,-0.00015686864935555937,21536086.52,G,
100,2021-05-06 22:20:00,G04,14614351.695258893,7713292.773289983,20814787.32048633,-2144.2772784292674,1541.787744105594,928.9251126506605,-0.00019518835688363948,20526798.963,G,
101,2021-05-06 22:20:00,G06,12126963.622781457,-10158981.392149962,21405701.25068552,2438.981851602449,1150.1611169077587,-832.3452997116518,1.3322800441527347e-05,21812296.977,G,
102,2021-05-06 22:20:00,G07,25118297.24761972,6281957.446869814,-6643462.202735528,690.826980414038,601.7980944522761,2973.48234176114,0.0001434857840649709,23731666.524,G,
103,2021-05-06 22:20:00,G09,21582670.651912887,-2687602.1634221263,15205094.104112454,-1422.5610258342558,1339.8788876266149,2244.978440439622,-0.0003438507374084621,20623412.864,G,
104,2021-05-06 22:20:00,G17,22634430.304591198,-13851259.94186915,-678058.9564817541,-0.8376264611049038,255.2990568318423,-3220.9607662795506,0.0004382054139568522,23728009.404,G,
105,2021-05-06 22:20:00,G19,19359156.385636806,-16548106.842738314,7043178.71703703,919.9672146839912,-272.57243372049084,-3056.557853523194,-3.3906326279980196e-06,23096356.224,G,
106,2021-05-06 22:20:00,G21,17477639.091272004,15542011.392190348,-12313039.649579495,-1638.7992245467901,-351.4159099739033,-2572.365973864015,0.00011629382788666765,25446285.244,G,
107,2021-05-06 22:20:00,G22,10188226.677212175,23647753.97749403,7093355.365920992,-143.74374595091064,921.9789053267025,-2929.007451730292,-0.0006206794914760217,23649811.444,G,
108,2021-05-06 22:20:00,G31,-9944268.637241734,12021155.509186551,21455084.01747404,-2463.7083945174113,-1200.5382512936776,-422.00739161984416,-0.00011579969395820357,25135897.407,G,
109,2021-05-06 22:25:00,G01,21367700.425227765,14486241.946495462,-7239489.8529936625,-866.754267437149,-197.86647531305658,-3029.6150450544283,0.0006964835329199115,24133575.271,G,
110,2021-05-06 22:25:00,G02,11403.259104850702,-16019065.403440705,21834769.296761397,2497.5438457935197,792.215144815653,602.9646380949044,-0.0006020303640071199,25115458.802,G,
111,2021-05-06 22:25:00,G03,12544653.124084832,18109707.35145921,14833909.575794924,53.411992952230264,1900.0935384405248,-2340.81985308033,-0.0001568717871122805,21645816.357,G,
