,time,sv,xs,ys,zs,xs_dot,ys_dot,zs_dot,ts,C1C,constellation,iono_delay
0,2021-05-06 00:00:00,G02,13730341.504498314,-13976600.915023472,18609424.95867686,2231.8882132537256,-33.02703530474437,-1728.4312634848955,-0.0006017643027008,22859011.973,G,
1,2021-05-06 00:00:00,G03,12641769.00697565,23407705.214963596,-1064960.0223118563,-275.9988033698778,14.966631498722329,-3182.114762101545,-0.0001560277305543,24396703.973,G,
2,2021-05-06 00:00:00,G04,3815828.527142237,18515586.385969047,18642826.805228367,-1380.4911601395129,1929.1858032301952,-1639.7445125610577,-0.0001950603909791,22730195.85,G,
3,2021-05-06 00:00:00,G06,23717064.15618249,-6647496.810449954,10078819.10591499,1265.6052302691792,182.33331232674053,-2868.7808968013574,1.303944736719e-05,21371151.355,G,
4,2021-05-06 00:00:00,G07,23415812.478928365,7863611.314855416,10748252.47237663,-1300.2579627965213,211.27629664087823,2719.3737105121186,0.0001426083035767,20970482.891,G,
5,2021-05-06 00:00:00,G09,12742418.903794594,8637980.812457282,21586121.96591183,-1354.8945337716145,2401.652001223877,-163.1468231872168,-0.0003436496881476669,20706629.937,G,
6,2021-05-06 00:00:00,G16,-4097279.215212901,19258292.053718757,17353483.88147849,-1113.4596189048377,-1982.7776859611981,1955.166366069259,-0.0003205933608115,24194845.955,G,
7,2021-05-06 00:00:00,G26,-10444180.102185689,12156478.718663463,21090874.239900835,-1511.9661213816491,-2240.557605787044,567.6662431232071,8.149957284331e-05,25184548.834,G,
8,2021-05-06 00:00:00,G30,26577527.4223891,-914366.1742607107,-2204718.5613777717,276.9082108500727,341.60368763668976,3090.9507852549114,-0.0004222337156534,23070443.504,G,
9,2021-05-06 00:05:00,G02,14390266.590067107,-13991648.554391842,18074129.109244723,2166.855236976525,-66.78580867641365,-1839.6919222293905,-0.0006017652917762882,22810043.103,G,
10,2021-05-06 00:05:00,G03,12549883.846595261,23397494.08438228,-2018279.9118373739,-337.20355361207396,-82.57869727020821,-3172.3448239157,-0.00015603086831102113,24582830.381,G,
11,2021-05-06 00:05:00,G04,3411631.609865848,19089806.759132918,18133195.343277525,-1314.0600590079207,1898.0035825591426,-1757.2589619790067,-0.00019506086846381843,22880112.646,G,
12,2021-05-06 00:05:00,G06,24080908.86177876,-6596149.565732832,9208865.871249555,1159.5765210194086,160.71532890565342,-2929.9887992443637,1.3040504654780811e-05,21460307.336,G,
13,2021-05-06 00:05:00,G07,23011380.78798685,7930389.982846074,11553953.856244799,-1395.466425283037,234.56303251885828,2651.1533563419507,0.0001426115777576264,20899866.819,G,
14,2021-05-06 00:05:00,G09,12342633.026871491,9360852.642392598,21516422.003836,-1309.9152563652515,2416.5843404920233,-301.44618454231727,-0.00034365043848079587,20774305.578,G,
15,2021-05-06 00:05:00,G16,-4441262.691377436,18656566.567676567,17922625.65976087,-1179.805831110697,-2027.729134723239,1838.4935124536487,-0.0003205951684322198,24190878.182,G,
16,2021-05-06 00:05:00,G26,-10904769.739940716,11485681.97504396,21240774.39663032,-1558.1950659676309,-2230.5342992893716,431.52304840970334,8.150107350956793e-05,25277714.692,G,
17,2021-05-06 00:05:00,G30,26644080.09634151,-812841.2580739317,-1275643.8221468467,166.69072824005872,335.95311852141486,3101.905634557401,-0.0004222352163196579,22882995.616,G,
18,2021-05-06 00:10:00,G02,15030010.646421162,-14016357.118558552,17505929.261614904,2097.3828005512087,-97.39220684466106,-1947.7581445991336,-0.0006017662808517764,22770733.193,G,
19,2021-05-06 00:10:00,G03,12439076.724061212,23358450.241372585,-2967764.388768947,-402.10920777597585,-177.20204014083987,-3156.549979312489,-0.00015603400606774225,24771510.939,G,
20,2021-05-06 00:10:00,G04,3027432.2778845457,19653821.9719634,17588806.425642267,-1247.2310731257844,1861.1565014862974,-1871.4236451618995,-0.00019506134594853686,23031904.178,G,
21,2021-05-06 00:10:00,G05,-569220.6574083082,-20902204.7142387,16119325.197127173,1358.0199796244394,1594.68447790637,2113.993632137606,-4.109271139896441e-05,25494132.902,G,
22,2021-05-06 00:10:00,G06,24412557.51813332,-6550620.268819243,8321382.67350951,1051.0226298681746,143.5700704830983,-2985.628575485834,1.3041561942371622e-05,21559628.882,G,
23,2021-05-06 00:10:00,G07,22578838.86531327,8004729.656398525,12338461.55232449,-1487.6128524280432,261.65440608295194,2578.1039124931954,0.00014261485193855277,20838275.512,G,
24,2021-05-06 00:10:00,G09,11956712.107903166,10087379.512141768,21405311.66368929,-1262.512699142813,2425.998352423986,-439.1714966358059,-0.00034365118881392483,20847056.591,G,
25,2021-05-06 00:10:00,G16,-4805170.16125947,18042256.23280649,18456221.066168983,-1246.226431178238,-2066.6648461354894,1718.2316774024675,-0.00032059697605293957,24198201.895,G,
26,2021-05-06 00:10:00,G26,-11378820.71723453,10818682.959328074,21349714.320847683,-1601.6601158603712,-2215.2634736340233,294.642396541259,8.150257417582586e-05,25379814.263,G,
27,2021-05-06 00:10:00,G30,26677507.61544027,-712358.6551098267,-344160.9837429836,56.130843534569905,334.65832461488867,3107.0028068161214,-0.00042223671698591583,22700114.333,G,
28,2021-05-06 00:15:00,G02,15648273.94234146,-14049744.678465372,16905813.34894024,2023.6876017057723,-124.6070806763136,-2052.433238566174,-0.0006017672699272646,22741199.589,G,
29,2021-05-06 00:15:00,G03,12308270.66852353,23291494.041516468,-3911610.709739174,-470.49082398687233,-268.61407121628486,-3134.763607437382,-0.00015603714382446336,24962537.577,G,
30,2021-05-06 00:15:00,G04,2663298.5206835987,20205938.31790933,17010698.17573492,-1180.3464668568465,1818.6867704978936,-1982.018357067016,-0.0001950618234332553,23185406.454,G,
31,2021-05-06 00:15:00,G05,-150940.31066001393,-20417619.63977581,16737607.353154344,1430.4676272574634,1634.958561295808,2007.2176344719762,-4.109305245947757e-05,25294582.919,G,
32,2021-05-06 00:15:00,G06,24711304.991428442,-6509547.418869869,7418056.297134504,940.2945328837792,131.02512055638897,-3035.592992240269,1.3042619229962433e-05,21668736.738,G,
33,2021-05-06 00:15:00,G07,22119146.725693498,8087745.129174789,13100346.512583153,-1576.4232016681021,292.3702490773803,2500.3577993143117,0.00014261812611947915,20785799.521,G,
34,2021-05-06 00:15:00,G09,11585336.606093189,10815888.487094123,21253003.160956815,-1212.9984073550545,2429.7814332263715,-576.0563111554071,-0.0003436519391470538,20924716.872,G,
35,2021-05-06 00:15:00,G16,-5188970.0067354655,17417175.123405557,18953230.77767145,-1312.3615689311152,-2099.52679088781,1594.6311819319305,-0.00032059878367365934,24216895.733,G,
36,2021-05-06 00:15:00,G26,-11865460.968531668,10157033.265146649,21417512.73616718,-1642.0771492730576,-2194.899562868738,157.29076657388237,8.150407484208378e-05,25490536.837,G,
37,2021-05-06 00:15:00,G30,26677758.592298966,-611609.6386005902,587971.4059044351,-54.4291516250817,337.72907175526143,3106.2357722789166,-0.00042223821765217375,22522189.894,G,
38,2021-05-06 00:20:00,G02,16243824.105503768,-14090759.676195191,16274827.706602188,1946.001875226955,-148.20555589928048,-2153.5245974316495,-0.0006017682590027528,22721521.166,G,
39,2021-05-06 00:20:00,G03,12156458.789035171,23197630.415693857,-4848027.810349073,-542.1063084360461,-356.54046857593914,-3107.0301727878355,-0.00015604028158118448,25155696.9,G,
40,2021-05-06 00:20:00,G04,2319195.941295428,20744478.226431068,16399973.780208642,-1113.7463020175237,1770.6597253395257,-2088.829619268744,-0.00019506230091797372,23340468.571,G,
41,2021-05-06 00:20:00,G05,289013.6150621958,-19921786.26365363,17323264.629788842,1502.4522111507404,1669.6665774799053,1896.5304239693376,-4.109339351999074e-05,25094815.748,G,
42,2021-05-06 00:20:00,G06,24976552.72230981,-6471534.542524679,6500604.116699445,827.7515082092718,123.185956775634,-3079.7853823970113,1.3043676517553244e-05,21787215.918,G,
43,2021-05-06 00:20:00,G07,21633344.760297496,8180494.617604885,13838220.5101717,-1661.635836746465,326.513679571409,2418.0547042399153,0.00014262140030040554,20742502.008,G,
44,2021-05-06 00:20:00,G09,11229092.345731955,11544676.151560156,21059788.418375745,-1161.691497614896,2427.8430596943554,-711.8357829111388,-0.00034365268948018275,21007127.122,G,
45,2021-05-06 00:20:00,G16,-5592522.482063962,16783150.82393408,19412691.595587272,-1377.8505294318074,-2126.282947818129,1467.9490919460407,-0.0003206005912943791,24246987.409,G,
46,2021-05-06 00:20:00,G26,-12363734.927317059,9502235.177480258,21444068.34950234,-1679.1738209273217,-2169.616722832212,19.734811618258757,8.15055755083417e-05,25609546.281,G,
47,2021-05-06 00:20:00,G30,26644884.321593218,-509285.72792660934,1518994.43127483,-164.64722988135316,345.1539562948401,3099.608606939906,-0.0004222397183184317,22349603.648,G,
48,2021-05-06 00:25:00,G02,16815500.666469973,-14138285.35735376,15614075.801708778,1864.5726021017163,-167.97802524670598,-2250.8440004696654,-0.0006017692480782409,22711736.511,G,
49,2021-05-06 00:25:00,G03,11982709.269327978,23077944.20346719,-5775239.615323701,-616.6974322694472,-440.7230058514466,-3073.405119165418,-0.0001560434193379056,25350765.769,G,
50,2021-05-06 00:25:00,G04,1994988.641655188,21267787.171139155,15757799.40725456,-1047.7669426993002,1717.1636141840495,-2191.651102693221,-0.00019506277840269215,23496954.192,G,
51,2021-05-06 00:25:00,G05,750449.7216232307,-19416379.13305121,17875156.44603775,1573.6238789816916,1698.7809927297153,1782.1518496985732,-4.10937345805039e-05,24895129.06,G,
52,2021-05-06 00:25:00,G06,25207810.99680329,-6435156.901013913,5570770.897517095,713.7596658420039,120.13546442115423,-3118.119838937387,1.3044733805144055e-05,21914618.279,G,
53,2021-05-06 00:25:00,G07,21122549.869811438,8283974.867946185,14550738.289336232,-1743.0024861553425,363.8719194028254,2331.341379968072,0.00014262467448133192,20708408.254,G,
54,2021-05-06 00:25:00,G09,10888468.460129362,12272015.300310757,20826038.50580279,-1108.9172173692523,2420.1152221890347,-846.2471972211785,-0.0003436534398133117,21094137.782,G,
55,2021-05-06 00:25:00,G16,-6015579.711426809,16142016.617368255,19833718.37046207,-1442.3334453600846,-2146.9273441109735,1338.4485586740263,-0.0003206023989150989,24288451.621,G,
56,2021-05-06 00:25:00,G30,26579038.495731287,-404085.03222505725,2447151.987353679,-274.18299418049037,356.9004679217993,3087.135965729521,-0.0004222412189846896,22182719.273,G,
57,2021-05-06 00:30:00,G02,17362219.35648623,-14191144.494293148,14924716.871238735,1779.660659355586,-183.731094623704,-2344.207921308784,-0.0006017702371537291,22711841.041,G,
58,2021-05-06 00:30:00,G03,11786170.047369517,22933595.169319604,-6691488.314128875,-693.9909154118216,-520.9205742716501,-3033.9547455267357,-0.0001560465570946267,25547512.51,G,
59,2021-05-06 00:30:00,G04,1690440.554296813,21774240.49921115,15085401.999970144,-982.7395759199344,1658.3092858052046,-2290.284037588347,-0.00019506325588741058,23654728.768,G,
60,2021-05-06 00:30:00,G05,1233071.7415245213,-18903077.47219391,18392209.318120513,1643.6336183645415,1722.2981612188028,1664.3092950029784,-4.109407564101707e-05,24695825.117,G,
61,2021-05-06 00:30:00,G06,25404700.771505944,-6398968.328850409,4630325.540831921,598.6904473699008,121.93354605211864,-3150.521390336992,1.3045791092734866e-05,22050462.187,G,
62,2021-05-06 00:30:00,G07,20587951.31743503,8399116.517160758,15236599.654424332,-1820.2891517940957,404.21716837329086,2240.3714402348155,0.0001426279486622583,20683511.986,G,
63,2021-05-06 00:30:00,G09,10563855.771811403,12996161.745420417,20552202.922450747,-1055.0054780802445,2406.552760060524,-979.0304932084916,-0.0003436541901464407,21185592.599,G,
64,2021-05-06 00:30:00,G16,-6457786.199060293,15495603.680494009,20215505.727147616,-1505.4530004157434,-2161.4799689768906,1206.3981467144818,-0.00032060420653581866,24341212.207,G,
65,2021-05-06 00:30:00,G30,26480476.511833485,-294718.5620623189,3370693.947326639,-382.69903547152705,372.9151396458006,3068.843040000439,-0.00042224271965094753,22021885.567,G,
66,2021-05-06 00:35:00,G02,17882976.141549885,-14248104.385811431,14207964.466514032,1691.539912318433,-195.28847947260107,-2433.437844016518,-0.0006017712262292173,22721794.66,G,
67,2021-05-06 00:35:00,G03,11566073.160306074,22765812.723211072,-7595037.596674949,-773.6995727130263,-596.910131191428,-2988.7560641096356,-0.00015604969485134783,25745704.13,G,
68,2021-05-06 00:35:00,G04,1405217.2146711247,22262250.1525498,14384066.9487654,-918.988754573005,1594.2297799093838,-2384.537609817578,-0.00019506373337212902,23813677.834,G,
69,2021-05-06 00:35:00,G05,1736479.0275615547,-18383558.020789467,18873419.044771355,1712.1348402171334,1740.2382747074175,1543.2371747627867,-4.109441670153023e-05,24497235.956,G,
70,2021-05-06 00:35:00,G06,25566955.044964917,-6361508.174969123,3681057.7792247413,482.91910186755945,128.6168291521786,-3176.926157018054,1.3046848380325677e-05,22194244.464,G,
71,2021-05-06 00:35:00,G07,20030806.31709112,8526779.724197343,15894551.497251084,-1893.2769651203675,447.30753225049517,2145.3051530827975,0.00014263122284318468,20667776.651,G,
72,2021-05-06 00:35:00,G09,10255545.615890972,13715361.208906585,20238808.722891863,-1000.2893686427728,2387.133597976006,-1109.9287818699847,-0.00034365494047956964,21281353.858,G,
73,2021-05-06 00:35:00,G16,-6918679.8479505265,14845733.323924538,20557329.586780217,-1566.856114873121,-2169.986562085371,1072.071152442622,-0.00032060601415653844,24405141.242,G,
74,2021-05-06 00:35:00,G30,26349554.37331343,-179916.48312737,4287879.315186601,-489.8622767840792,393.1237841862109,3044.7654994918526,-0.00042224422031720546,21867439.121,G,
75,2021-05-06 00:40:00,G02,18376850.975761,-14307882.11781301,13465084.901706751,1600.4962512578877,-202.49184751378243,-2518.3605867531833,-0.0006017722153047055,22741512.068,G,
