,index,datetime,xr,yr,zr,dtr_GPS,dtr_GAL,in_view_sat,dtr
73,0,2021-05-06 06:05:00,4642432.534693621,1028631.414783541,4236853.928055728,-3.2778525395481004e-09,7.620976029550156e-08,17,7.948761283504967e-08
74,0,2021-05-06 06:10:00,4642431.936774554,1028631.2713949888,4236852.7618906265,-5.168098847495859e-09,7.445633139500594e-08,17,7.96244302425018e-08
75,0,2021-05-06 06:15:00,4642432.6459516585,1028631.5114194072,4236853.198611616,-9.94259393483354e-10,7.745228757413556e-08,17,7.844654696761891e-08
76,0,2021-05-06 06:20:00,4642430.853427506,1028631.1808799398,4236850.799196269,-7.617291673767122e-09,6.951105453992558e-08,15,7.71283462136927e-08
77,0,2021-05-06 06:25:00,4642432.301650356,1028631.5746720473,4236852.73979713,-4.709046643348779e-09,7.359154324657465e-08,17,7.830058988992343e-08
78,0,2021-05-06 06:30:00,4642431.565490356,1028631.7611370108,4236851.62008676,-6.040956850265061e-09,7.235441614272258e-08,14,7.839537299298764e-08
79,0,2021-05-06 06:35:00,4642431.076715511,1028631.389884918,4236851.966748683,1.7917286082860933e-09,7.86617618586899e-08,14,7.68700332504038e-08
80,0,2021-05-06 06:40:00,4642431.284879747,1028631.3724598272,4236852.206019229,6.910101374499027e-10,7.801382513540734e-08,15,7.732281499795743e-08
81,0,2021-05-06 06:45:00,4642432.040442054,1028631.1769930349,4236853.3460969,3.1827002362422608e-09,8.236796610613693e-08,16,7.918526586989467e-08
82,0,2021-05-06 06:50:00,4642432.477752915,1028631.4465544355,4236853.691109784,4.958796175493266e-09,8.52284517408588e-08,15,8.026965556536554e-08
83,0,2021-05-06 06:55:00,4642431.633881128,1028630.9968826574,4236853.740685022,5.271715767684481e-09,8.459172446786161e-08,17,7.932000870017713e-08
84,0,2021-05-06 07:00:00,4642431.927738696,1028630.8909795013,4236854.001563292,3.4231486056420522e-09,8.27377754613083e-08,18,7.931462685566625e-08
85,0,2021-05-06 07:05:00,4642431.43565538,1028630.4235376853,4236853.865090848,3.170427500627176e-09,8.147118397489881e-08,18,7.830075647427164e-08
86,0,2021-05-06 07:10:00,4642431.49373543,1028630.4152034003,4236853.626860477,2.0982344242161693e-09,8.086354680731e-08,19,7.876531238309382e-08
87,0,2021-05-06 07:15:00,4642431.998550948,1028630.5785748344,4236854.201019933,5.508487816372314e-09,8.346892470138704e-08,17,7.796043688501472e-08
88,0,2021-05-06 07:20:00,4642432.096662866,1028630.7552281297,4236854.277016536,5.279899949260904e-09,8.483699571333249e-08,16,7.955709576407159e-08
89,0,2021-05-06 07:25:00,4642431.844351701,1028630.7169239126,4236854.1118578045,6.825012748577498e-09,8.571053654719798e-08,16,7.888552379862047e-08
90,0,2021-05-06 07:30:00,4642431.933622076,1028630.243896572,4236854.250519561,4.643002609244423e-09,8.271251030023505e-08,17,7.806950769099063e-08
91,0,2021-05-06 07:35:00,4642431.524616415,1028630.0408237277,4236854.579240139,6.626211991471314e-09,8.398393053597694e-08,16,7.735771854450562e-08
92,0,2021-05-06 07:40:00,4642430.602341947,1028629.944248563,4236853.961816678,4.783598766712456e-09,8.262661224053333e-08,15,7.784301347382087e-08
93,0,2021-05-06 07:45:00,4642431.4291083105,1028629.6886838288,4236854.708914005,4.39722836020757e-09,8.297279479472037e-08,16,7.85755664345128e-08
94,0,2021-05-06 07:50:00,4642431.042079262,1028629.7130626743,4236854.388023473,2.5862622972769537e-09,7.958009831374897e-08,16,7.699383601647202e-08
95,0,2021-05-06 07:55:00,4642431.008629294,1028629.6000844853,4236854.833392656,4.500024368576631e-09,8.306330968336972e-08,17,7.856328531479309e-08
96,0,2021-05-06 08:00:00,4642431.829552108,1028629.9123392982,4236855.334047512,7.0209104011139724e-09,8.45935730417165e-08,16,7.757266264060253e-08
