,index,datetime,xr,yr,zr,dtr,in_view_sat
270,0,2021-05-06 22:30:00,4642435.731970384,1028624.5124254429,4236857.635514238,7.11367758259157e-08,6
271,0,2021-05-06 22:35:00,4642436.157347244,1028624.854897535,4236857.852900226,7.199324641726923e-08,5
272,0,2021-05-06 22:40:00,4642434.8659221325,1028626.7152680904,4236857.394040754,7.176524494859607e-08,6
273,0,2021-05-06 22:45:00,4642434.098917682,1028626.3113062966,4236856.168420528,6.675978373658365e-08,5
274,0,2021-05-06 22:50:00,4642433.512570189,1028626.0643153326,4236855.456032245,6.747101481606055e-08,5
275,0,2021-05-06 22:55:00,4642432.978122929,1028625.7245040688,4236854.667184356,6.513364692792955e-08,5
276,0,2021-05-06 23:00:00,4642431.07478558,1028624.7363002697,4236853.430507576,6.150043484521867e-08,5
277,0,2021-05-06 23:05:00,4642441.822619479,1028630.017259232,4236858.487426528,8.67080332669812e-08,6
278,0,2021-05-06 23:10:00,4642441.6540490985,1028629.9056540548,4236857.812869508,8.711124759342669e-08,6
279,0,2021-05-06 23:15:00,4642427.819863164,1028622.9401640828,4236850.978516811,4.855390024998601e-08,5
280,0,2021-05-06 23:20:00,4642426.821183053,1028622.478121329,4236850.556911626,4.668074926306199e-08,5
281,0,2021-05-06 23:25:00,4642434.078709804,1028625.9863021384,4236853.526573617,6.502980161225741e-08,6
282,0,2021-05-06 23:30:00,4642434.783959375,1028626.2760785413,4236850.7639939515,6.184669096267465e-08,5
283,0,2021-05-06 23:35:00,4642434.6200355925,1028626.3082423733,4236850.004807276,6.096227795231853e-08,5
284,0,2021-05-06 23:40:00,,,,,0
285,0,2021-05-06 23:45:00,,,,,0
286,0,2021-05-06 23:50:00,,,,,0
287,0,2021-05-06 23:55:00,,,,,0
