,index,datetime,xr,yr,zr,dtr,in_view_sat
68,0,2021-05-06 05:40:00,4642441.374265211,1028634.0612064848,4236862.33837506,1.0740196455640071e-07,6
69,0,2021-05-06 05:45:00,4642442.1362433545,1028634.4133356505,4236862.605700874,1.1176097915943539e-07,6
70,0,2021-05-06 05:50:00,4642438.731771834,1028634.588575118,4236860.991003806,1.0028223529139932e-07,6
71,0,2021-05-06 05:55:00,4642438.628893667,1028634.8810393899,4236860.790980883,1.0584985978687791e-07,6
72,0,2021-05-06 06:00:00,4642443.083736139,1028635.5313433829,4236862.751574776,1.1277569041267127e-07,6
73,0,2021-05-06 06:05:00,4642443.790627504,1028636.0312522227,4236863.137108506,1.1576228275355258e-07,6
74,0,2021-05-06 06:10:00,4642444.431458285,1028636.6080567263,4236863.332851048,1.1760946411845553e-07,6
75,0,2021-05-06 06:15:00,4642444.642582671,1028637.0213180511,4236863.164215287,1.1984516976978437e-07,6
76,0,2021-05-06 06:20:00,4642443.566926244,1028637.0193358636,4236860.758570997,1.1315051979423417e-07,5
77,0,2021-05-06 06:25:00,4642445.23589377,1028637.9235064335,4236862.6342111705,1.1852437493500479e-07,6
78,0,2021-05-06 06:30:00,,,,,0
79,0,2021-05-06 06:35:00,,,,,0
80,0,2021-05-06 06:40:00,,,,,0
81,0,2021-05-06 06:45:00,4642451.753026437,1028640.9907419386,4236864.893046247,1.430827674018656e-07,5
82,0,2021-05-06 06:50:00,,,,,0
83,0,2021-05-06 06:55:00,4642427.574729292,1028626.3650006127,4236869.662199204,1.1430426768696632e-07,5
84,0,2021-05-06 07:00:00,4642434.684784337,1028631.10459572,4236856.340987607,9.327035425686785e-08,6
85,0,2021-05-06 07:05:00,4642434.540873971,1028631.0917309813,4236855.970377788,9.350188942275684e-08,6
86,0,2021-05-06 07:10:00,4642434.636728721,1028631.073960532,4236856.116176592,9.331596669377852e-08,6
87,0,2021-05-06 07:15:00,4642453.491336833,1028643.280114156,4236862.79119806,1.4321791722507462e-07,5
88,0,2021-05-06 07:20:00,4642453.0279717855,1028643.2516424084,4236862.276062225,1.4145927740540296e-07,5
89,0,2021-05-06 07:25:00,4642452.194846097,1028643.0585773926,4236861.493475038,1.402130318664261e-07,5
90,0,2021-05-06 07:30:00,4642437.8096781615,1028632.2561694569,4236857.349921774,1.0227804075773983e-07,6
91,0,2021-05-06 07:35:00,4642437.569059349,1028632.024730473,4236857.521261947,1.0324555889542936e-07,6
92,0,2021-05-06 07:40:00,4642437.192878553,1028631.7027030259,4236857.5857544,1.0337281071514746e-07,6
93,0,2021-05-06 07:45:00,4642436.783942794,1028631.1610516746,4236858.741007487,1.0283152392030731e-07,7
94,0,2021-05-06 07:50:00,4642436.512527519,1028630.8263034842,4236859.159362866,1.0127736535935701e-07,7
95,0,2021-05-06 07:55:00,4642436.766709529,1028630.6721848776,4236859.462652939,1.0462845946390465e-07,7
96,0,2021-05-06 08:00:00,4642436.131149717,1028630.5431057059,4236859.693516133,1.0375174505463081e-07,7
97,0,2021-05-06 08:05:00,4642436.03127235,1028630.3784684184,4236859.974416652,1.0453657754868978e-07,7
98,0,2021-05-06 08:10:00,4642436.399912927,1028630.4372020718,4236860.409944876,1.0735907191753099e-07,7
99,0,2021-05-06 08:15:00,4642435.363715048,1028629.8740100997,4236860.416242095,1.0362478851230964e-07,8
100,0,2021-05-06 08:20:00,4642436.277437159,1028630.2965035691,4236861.260225252,1.0595591950498185e-07,6
101,0,2021-05-06 08:25:00,4642436.573296816,1028630.46155701,4236861.404862826,1.089730499483986e-07,6
102,0,2021-05-06 08:30:00,4642435.215612507,1028629.7605030668,4236860.857842629,1.0895612677152951e-07,7
103,0,2021-05-06 08:35:00,4642435.260635041,1028629.9675721704,4236860.904160451,1.1240738124214933e-07,7
104,0,2021-05-06 08:40:00,4642435.243194356,1028630.0193647738,4236860.896756851,1.0558125115524214e-07,7
105,0,2021-05-06 08:45:00,4642435.195482235,1028629.9564637975,4236861.145903543,1.0727866309127316e-07,7
106,0,2021-05-06 08:50:00,,,,,0
107,0,2021-05-06 08:55:00,,,,,0
108,0,2021-05-06 09:00:00,4642435.984876274,1028630.3742033408,4236861.699690311,1.1253300910183611e-07,8
109,0,2021-05-06 09:05:00,4642435.8582695145,1028630.3310592478,4236861.661631237,1.119786231372612e-07,8
110,0,2021-05-06 09:10:00,4642435.704001871,1028630.1787643362,4236861.526032936,1.1674140772298183e-07,7
111,0,2021-05-06 09:15:00,4642435.764876058,1028630.171449688,4236861.621878239,1.1467369845795101e-07,7
112,0,2021-05-06 09:20:00,4642435.901184674,1028630.2966829323,4236861.779292239,1.1765829740293618e-07,7
113,0,2021-05-06 09:25:00,4642435.709970294,1028630.2920665606,4236861.775005248,1.1418295465737523e-07,7
114,0,2021-05-06 09:30:00,4642435.825756794,1028629.8835055396,4236861.284058466,1.1749280421336073e-07,7
115,0,2021-05-06 09:35:00,4642435.508644625,1028629.9646349492,4236860.84645486,1.1677750944139485e-07,7
116,0,2021-05-06 09:40:00,4642430.711595525,1028630.6912592946,4236859.489119303,1.0747355733472416e-07,6
117,0,2021-05-06 09:45:00,4642430.767577609,1028630.4748765778,4236859.208798495,1.0839229545262827e-07,6
118,0,2021-05-06 09:50:00,4642430.410373151,1028630.0838241711,4236858.202398442,1.0600055599366054e-07,5
119,0,2021-05-06 09:55:00,4642431.823693643,1028630.5909311473,4236858.576766161,1.1116001402476325e-07,6
120,0,2021-05-06 10:00:00,,,,,0
121,0,2021-05-06 10:05:00,,,,,0
122,0,2021-05-06 10:10:00,4642432.901365477,1028629.9091203231,4236857.758758876,1.1406885450861791e-07,6
123,0,2021-05-06 10:15:00,4642432.973595901,1028629.7413199326,4236857.40155528,1.1436605196288521e-07,6
124,0,2021-05-06 10:20:00,4642433.300124017,1028629.5469061799,4236857.193428696,1.1277129757128676e-07,6
125,0,2021-05-06 10:25:00,4642434.012681427,1028629.3463728337,4236857.022994608,1.1417777118461223e-07,6
126,0,2021-05-06 10:30:00,4642434.303677604,1028629.1093620473,4236856.944094611,1.1248169060232554e-07,6
127,0,2021-05-06 10:35:00,4642434.660933866,1028629.061992678,4236856.804912224,1.1329965187691249e-07,6
128,0,2021-05-06 10:40:00,4642434.811421532,1028628.9402821533,4236856.760634338,1.1013470095762472e-07,6
129,0,2021-05-06 10:45:00,4642435.331691111,1028628.717411231,4236856.606733731,1.1104316036179778e-07,6
130,0,2021-05-06 10:50:00,4642435.630855792,1028628.7217824707,4236856.594338983,1.0995317777628054e-07,6
131,0,2021-05-06 10:55:00,4642436.332748131,1028628.5134444119,4236856.605059188,1.1238837922303718e-07,6
132,0,2021-05-06 11:00:00,4642436.392662326,1028628.1535767971,4236856.244979258,1.1147150583755312e-07,5
133,0,2021-05-06 11:05:00,4642436.794973624,1028628.0756829034,4236856.338835856,1.1268399644701933e-07,5
134,0,2021-05-06 11:10:00,4642436.916885439,1028628.0028564082,4236856.460998865,1.1340782636442402e-07,5
135,0,2021-05-06 11:15:00,4642437.506526705,1028627.8670789084,4236856.565267081,1.1873849951927732e-07,5
136,0,2021-05-06 11:20:00,4642437.62709532,1028627.8502523341,4236856.731082252,1.1050808021404476e-07,5
137,0,2021-05-06 11:25:00,4642438.026366371,1028627.8783723147,4236857.057955864,1.1423270403869158e-07,5
138,0,2021-05-06 11:30:00,4642438.322970448,1028627.885073293,4236857.165341978,1.1071395507775834e-07,5
139,0,2021-05-06 11:35:00,4642438.901385594,1028628.0408828604,4236857.831440665,1.13040896987607e-07,5
140,0,2021-05-06 11:40:00,4642441.611945658,1028630.0404629065,4236861.6919255685,1.2613621281993082e-07,6
141,0,2021-05-06 11:45:00,4642442.049710087,1028630.4055275508,4236862.347777344,1.3017803021177837e-07,6
142,0,2021-05-06 11:50:00,4642442.373110602,1028630.5546011131,4236862.775360649,1.3366618064768948e-07,6
143,0,2021-05-06 11:55:00,4642442.604774206,1028630.7287906506,4236863.074058902,1.3279165548499363e-07,6
144,0,2021-05-06 12:00:00,4642438.662353992,1028631.131349307,4236863.495553017,1.281651063993287e-07,6
145,0,2021-05-06 12:05:00,4642438.547872008,1028631.0389182769,4236863.404022564,1.2814888302480048e-07,6
146,0,2021-05-06 12:10:00,4642440.632925657,1028629.3562420412,4236863.122544407,1.3411842250869694e-07,6
147,0,2021-05-06 12:15:00,4642440.048033406,1028629.4657301323,4236862.728353903,1.302388861428656e-07,6
148,0,2021-05-06 12:20:00,4642437.335651621,1028628.0873563612,4236856.837215185,1.1496061603499635e-07,5
149,0,2021-05-06 12:25:00,4642437.289100879,1028628.233720596,4236857.121502451,1.1837809514250544e-07,5
150,0,2021-05-06 12:30:00,4642438.75972222,1028629.8751186486,4236862.1391121475,1.3515885498548893e-07,6
151,0,2021-05-06 12:35:00,4642438.806439587,1028630.1340008884,4236862.284605071,1.3179429511940974e-07,6
152,0,2021-05-06 12:40:00,4642438.281577335,1028630.007492576,4236862.028393669,1.3117366850560815e-07,6
153,0,2021-05-06 12:45:00,4642438.046166729,1028630.1415850109,4236861.8653655555,1.289767991533872e-07,6
154,0,2021-05-06 12:50:00,4642437.7890492445,1028630.333694429,4236861.801038593,1.3007122541034794e-07,6
155,0,2021-05-06 12:55:00,4642437.752898455,1028630.2238766461,4236861.705815736,1.2881542860446878e-07,6
156,0,2021-05-06 13:00:00,4642437.684940903,1028630.3368172887,4236861.684399033,1.2976566254770851e-07,6
157,0,2021-05-06 13:05:00,4642437.488129016,1028630.2122323377,4236861.5404401375,1.2910423660365494e-07,6
158,0,2021-05-06 13:10:00,4642441.127642965,1028633.4792468344,4236862.311478698,1.401436441572847e-07,5
159,0,2021-05-06 13:15:00,4642441.124330516,1028633.4800668426,4236862.351151605,1.4053376751639092e-07,5
160,0,2021-05-06 13:20:00,4642436.693261958,1028629.9331366632,4236860.629757024,1.26472041319196e-07,5
161,0,2021-05-06 13:25:00,4642436.611443805,1028629.8904849212,4236860.597312102,1.2332898070319808e-07,5
162,0,2021-05-06 13:30:00,4642436.538420102,1028629.7640024386,4236860.542018969,1.2310611926291805e-07,5
163,0,2021-05-06 13:35:00,4642436.7838885365,1028629.6747687104,4236860.787854082,1.225647198310937e-07,5
164,0,2021-05-06 13:40:00,4642438.403968374,1028629.4120304018,4236866.8470556615,1.3922494214424045e-07,5
165,0,2021-05-06 13:45:00,4642438.599745476,1028629.720910542,4236866.873740929,1.3691977221661844e-07,5
166,0,2021-05-06 13:50:00,4642437.821275645,1028630.6108416918,4236862.746471579,1.2410140661279636e-07,6
167,0,2021-05-06 13:55:00,4642437.968687817,1028630.6907622122,4236863.172565111,1.3092906063648695e-07,7
168,0,2021-05-06 14:00:00,4642437.861708474,1028630.8189482822,4236863.30665733,1.2935819233557756e-07,7
169,0,2021-05-06 14:05:00,4642438.498082715,1028630.9632560376,4236863.938190508,1.314034869885047e-07,7
170,0,2021-05-06 14:10:00,4642438.426393847,1028631.131829497,4236864.12923719,1.3003588541546097e-07,7
171,0,2021-05-06 14:15:00,4642438.4176765885,1028631.2491764312,4236864.509478286,1.3011483522757063e-07,7
172,0,2021-05-06 14:20:00,4642437.980965633,1028630.2863161521,4236863.799851579,1.249433903112678e-07,7
173,0,2021-05-06 14:25:00,4642438.029805658,1028630.4548640891,4236864.109268358,1.2478613721049326e-07,7
174,0,2021-05-06 14:30:00,4642441.315245432,1028636.1571875594,4236864.897173854,1.3831084183826058e-07,6
175,0,2021-05-06 14:35:00,4642441.764865847,1028636.773965079,4236865.006527999,1.399502599634393e-07,6
176,0,2021-05-06 14:40:00,4642441.860975544,1028637.0681067156,4236864.839722394,1.391981657680856e-07,6
177,0,2021-05-06 14:45:00,4642438.954096558,1028635.5885029747,4236861.101968475,1.3329366798160296e-07,5
178,0,2021-05-06 14:50:00,4642438.6046682345,1028635.4605539372,4236860.660449988,1.2542838028691177e-07,5
179,0,2021-05-06 14:55:00,4642438.767816909,1028635.7520123692,4236860.75234582,1.2501952024036066e-07,5
180,0,2021-05-06 15:00:00,,,,,0
181,0,2021-05-06 15:05:00,4642429.712816389,1028629.8273899745,4236855.975663647,9.876490216425495e-08,5
182,0,2021-05-06 15:10:00,4642428.780189564,1028629.2525128953,4236855.862678172,9.498852487198298e-08,5
183,0,2021-05-06 15:15:00,4642427.600938553,1028628.8534305382,4236855.48089761,9.126927794070385e-08,5
184,0,2021-05-06 15:20:00,4642431.428257322,1028630.8442648584,4236856.362592664,1.0374065931120513e-07,5
185,0,2021-05-06 15:25:00,4642431.305441388,1028630.6509411243,4236856.6044364525,1.0319464289532098e-07,5
186,0,2021-05-06 15:30:00,,,,,0
187,0,2021-05-06 15:35:00,,,,,0
188,0,2021-05-06 15:40:00,,,,,0
189,0,2021-05-06 15:45:00,,,,,0
190,0,2021-05-06 15:50:00,,,,,0
191,0,2021-05-06 15:55:00,,,,,0
192,0,2021-05-06 16:00:00,,,,,0
193,0,2021-05-06 16:05:00,,,,,0
194,0,2021-05-06 16:10:00,4642448.848152543,1028621.7893210362,4236867.636369991,1.6079806249873273e-07,5
195,0,2021-05-06 16:15:00,4642450.529649438,1028621.8295621064,4236868.904274321,1.6642774331647494e-07,5
196,0,2021-05-06 16:20:00,,,,,0
197,0,2021-05-06 16:25:00,4642437.314628849,1028627.8291867224,4236858.805253682,1.142580560175381e-07,5
198,0,2021-05-06 16:30:00,4642425.3580573425,1028625.5742758776,4236855.331319605,8.593229453102309e-08,5
199,0,2021-05-06 16:35:00,4642425.978641872,1028625.6896020047,4236856.072026566,8.630053801202803e-08,5
200,0,2021-05-06 16:40:00,,,,,0
201,0,2021-05-06 16:45:00,,,,,0
202,0,2021-05-06 16:50:00,4642434.929452046,1028627.9886828975,4236860.323282352,1.1702244117437104e-07,6
203,0,2021-05-06 16:55:00,4642434.404655567,1028628.1003435192,4236861.102237691,1.1409303329443055e-07,6
204,0,2021-05-06 17:00:00,4642433.728496568,1028628.1284160898,4236862.762501553,1.1600667923824976e-07,5
205,0,2021-05-06 17:05:00,4642433.514910953,1028628.1928030318,4236864.394859237,1.1852908538289519e-07,5
206,0,2021-05-06 17:10:00,4642434.792029202,1028627.9309554835,4236863.442764175,1.1733020377808322e-07,6
207,0,2021-05-06 17:15:00,4642434.567260693,1028627.9531728742,4236864.190109044,1.1668815198756106e-07,6
208,0,2021-05-06 17:20:00,4642433.887091813,1028627.78648038,4236864.912942882,1.1743834441753102e-07,6
209,0,2021-05-06 17:25:00,4642432.087071348,1028627.789171081,4236865.398956908,1.134353040769559e-07,7
210,0,2021-05-06 17:30:00,4642431.651230139,1028628.150492985,4236865.085809071,1.1275976088560089e-07,8
211,0,2021-05-06 17:35:00,4642431.651771026,1028628.0719331859,4236865.919265213,1.1377243130666446e-07,8
212,0,2021-05-06 17:40:00,4642432.461674948,1028627.5720600485,4236865.361668332,1.171441976042236e-07,9
213,0,2021-05-06 17:45:00,4642432.949793243,1028627.5838825685,4236865.133407098,1.1791447080975706e-07,9
214,0,2021-05-06 17:50:00,4642434.033355353,1028626.298949556,4236862.455258728,1.0891475582974051e-07,6
215,0,2021-05-06 17:55:00,4642434.524044024,1028625.9745461631,4236862.29402776,1.0544106184560386e-07,6
216,0,2021-05-06 18:00:00,4642436.88571236,1028627.1374144099,4236864.074511883,1.1583699178835594e-07,7
217,0,2021-05-06 18:05:00,4642437.332317862,1028627.0594133167,4236864.158017457,1.1415528008749984e-07,7
218,0,2021-05-06 18:10:00,4642419.962989206,1028632.670015272,4236848.017167287,7.982685228222828e-08,5
219,0,2021-05-06 18:15:00,4642417.561993799,1028633.3319198429,4236845.013278999,7.285366273814443e-08,5
220,0,2021-05-06 18:20:00,4642439.0814689845,1028626.6879610915,4236863.987053677,1.1306816693623007e-07,7
221,0,2021-05-06 18:25:00,4642439.446939506,1028626.6490351342,4236864.178978493,1.1211572112948912e-07,7
222,0,2021-05-06 18:30:00,4642440.102678707,1028626.6564492509,4236864.408709147,1.1385637141152496e-07,7
223,0,2021-05-06 18:35:00,4642440.462469822,1028626.582000626,4236864.3802392045,1.0944879023477806e-07,7
224,0,2021-05-06 18:40:00,4642440.595046462,1028626.4251984737,4236864.5242143385,1.0693403721032876e-07,7
225,0,2021-05-06 18:45:00,4642439.232098398,1028625.2360961246,4236862.192586572,1.0024269417343472e-07,6
226,0,2021-05-06 18:50:00,4642439.205668573,1028625.4829924285,4236863.127863418,1.0035731751555502e-07,5
227,0,2021-05-06 18:55:00,4642438.931975148,1028625.5618790736,4236863.386735348,1.0014323339071721e-07,5
228,0,2021-05-06 19:00:00,4642438.236685431,1028624.6415613388,4236861.3010986075,9.062914382939486e-08,5
229,0,2021-05-06 19:05:00,4642438.321094285,1028624.8309497453,4236861.578504855,9.255348605039776e-08,5
230,0,2021-05-06 19:10:00,4642438.993774657,1028624.5836908984,4236861.910041501,9.340106989541838e-08,5
231,0,2021-05-06 19:15:00,4642438.493613449,1028624.7744824504,4236861.731109568,9.256663061427575e-08,5
232,0,2021-05-06 19:20:00,4642438.850334853,1028624.8859061272,4236862.154728954,9.420514934262525e-08,5
233,0,2021-05-06 19:25:00,4642439.054048801,1028625.1637829099,4236862.532141,9.522616416431667e-08,5
234,0,2021-05-06 19:30:00,4642438.87768868,1028625.3022779891,4236862.621735496,9.221896172710334e-08,5
235,0,2021-05-06 19:35:00,4642439.281115582,1028625.5180558532,4236863.172547965,9.33611855065961e-08,5
236,0,2021-05-06 19:40:00,4642438.61947504,1028625.8412746984,4236863.212967703,9.450883899488652e-08,5
237,0,2021-05-06 19:45:00,4642438.828404791,1028626.0443205484,4236863.543853655,9.307876016700889e-08,5
238,0,2021-05-06 19:50:00,4642440.073517248,1028627.8176432584,4236866.365660113,1.0142603165090364e-07,6
239,0,2021-05-06 19:55:00,4642439.550224864,1028628.0838959136,4236866.1666341955,9.946567591024344e-08,6
240,0,2021-05-06 20:00:00,4642439.258343173,1028628.1020780449,4236865.66626136,9.75839029717888e-08,6
241,0,2021-05-06 20:05:00,4642438.872309103,1028627.8775063035,4236864.984280266,9.670010964068763e-08,6
242,0,2021-05-06 20:10:00,4642438.610086699,1028628.2410730834,4236865.094359986,9.65675253134896e-08,5
243,0,2021-05-06 20:15:00,4642438.332127253,1028628.8309930942,4236865.071125617,9.81661387452656e-08,5
244,0,2021-05-06 20:20:00,4642436.964567225,1028627.8083388373,4236863.869841568,9.201215463244956e-08,7
245,0,2021-05-06 20:25:00,4642433.895510655,1028629.2625230318,4236863.604107785,8.102443757538242e-08,6
246,0,2021-05-06 20:30:00,4642433.5259972755,1028629.1693416494,4236863.075346344,8.520377436651746e-08,6
247,0,2021-05-06 20:35:00,4642433.886546285,1028629.1675049644,4236862.799839017,8.182303103604984e-08,6
248,0,2021-05-06 20:40:00,4642433.703428808,1028629.0081014892,4236862.347797632,8.012677803776812e-08,6
249,0,2021-05-06 20:45:00,4642431.441604592,1028630.0447948369,4236860.858815672,7.176066886624112e-08,5
250,0,2021-05-06 20:50:00,4642431.67003135,1028630.192108664,4236861.007505135,7.267297678592619e-08,5
251,0,2021-05-06 20:55:00,4642431.811398008,1028629.8920766186,4236860.589334941,7.365683294955351e-08,5
252,0,2021-05-06 21:00:00,4642431.701943035,1028629.8266813968,4236860.352677726,7.549254998057524e-08,5
253,0,2021-05-06 21:05:00,4642432.055807589,1028629.596909881,4236860.021678121,7.381964717515785e-08,5
254,0,2021-05-06 21:10:00,4642431.807495278,1028629.5106474464,4236859.544532249,7.243376727500946e-08,5
255,0,2021-05-06 21:15:00,4642432.331508892,1028629.1211441583,4236859.222424295,7.334063652993163e-08,5
256,0,2021-05-06 21:20:00,,,,,0
257,0,2021-05-06 21:25:00,,,,,0
258,0,2021-05-06 21:30:00,4642432.982764016,1028628.3656676454,4236858.8927505985,7.272732121333613e-08,5
259,0,2021-05-06 21:35:00,4642432.284485099,1028628.2198114475,4236858.440197094,7.070099561456626e-08,5
260,0,2021-05-06 21:40:00,4642432.519483462,1028628.0349787347,4236858.525626029,6.881607719865274e-08,5
261,0,2021-05-06 21:45:00,4642434.9528603805,1028627.2886501979,4236859.153809586,7.686879708933939e-08,6
262,0,2021-05-06 21:50:00,4642434.963630487,1028627.3258201273,4236859.095762648,7.747778491890503e-08,6
263,0,2021-05-06 21:55:00,4642435.117465947,1028627.1801668638,4236859.064427189,7.70906017750722e-08,6
264,0,2021-05-06 22:00:00,4642435.126510455,1028626.8616099673,4236858.83650029,7.588887675539876e-08,6
265,0,2021-05-06 22:05:00,4642435.372148772,1028626.9313913736,4236858.7583943,7.758978966906703e-08,6
266,0,2021-05-06 22:10:00,4642435.232465827,1028626.9758016329,4236858.452660721,7.539930475418341e-08,6
267,0,2021-05-06 22:15:00,4642435.506285131,1028626.8797201796,4236858.505146086,7.374459770188372e-08,7
268,0,2021-05-06 22:20:00,4642435.636267657,1028626.8794486033,4236858.363759271,7.4739007954e-08,7
269,0,2021-05-06 22:25:00,4642435.549764602,1028626.8259158398,4236858.139895225,7.483738493003862e-08,7
